stadium_id,stadium_name,city_name,country_name,stadium_capacity,wikipedia_link_stadium,wikipedia_link_city
16e8ca78-274d-50b6-84c1-cf508be4154f,RFK Stadium,"Washington, D.C.",United States,53000,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,"https://en.wikipedia.org/wiki/Washington,_D.C."
17338809-fd6a-5677-a410-bdfa0672040a,Saitama Stadium,Saitama,Japan,63000,https://en.wikipedia.org/wiki/Saitama_Stadium_2002,"https://en.wikipedia.org/wiki/Saitama,_Saitama"
18f2104b-b77b-5a4f-a7eb-7d7b73ba83c8,Stade des Alpes,Grenoble,France,18000,https://en.wikipedia.org/wiki/Stade_des_Alpes,https://en.wikipedia.org/wiki/Grenoble
194222d6-d35f-531b-936f-bee4ecc8ff94,Ayresome Park,Middlesbrough,England,40000,https://en.wikipedia.org/wiki/Ayresome_Park,https://en.wikipedia.org/wiki/Middlesbrough
195adc33-8bd5-5d90-9bee-c4a12faf1870,Columbus Crew Stadium,Columbus,United States,23000,https://en.wikipedia.org/wiki/Mapfre_Stadium,"https://en.wikipedia.org/wiki/Columbus,_Ohio"
197caab5-3542-55f1-b710-8525f042a250,Moncton Stadium,Moncton,Canada,13000,https://en.wikipedia.org/wiki/Moncton_Stadium,https://en.wikipedia.org/wiki/Moncton
1caa7661-c917-5395-84a0-631a4b410e8a,Stanford Stadium,San Fransisco,United States,85000,https://en.wikipedia.org/wiki/Stanford_Stadium,https://en.wikipedia.org/wiki/San_Francisco
205181b3-76f6-540a-9189-47ecaac39189,Villa Park,Birmingham,England,52000,https://en.wikipedia.org/wiki/Villa_Park,https://en.wikipedia.org/wiki/Birmingham
225e77b6-c845-59ba-b5b0-e04ec3027d44,Jernvallen,Sandviken,Sweden,20000,https://en.wikipedia.org/wiki/Jernvallen,https://en.wikipedia.org/wiki/Sandviken
23473ce1-c5cd-5d3f-84e3-1e24d2a806a2,Central Stadium,Yekaterinburg,Russia,33000,https://en.wikipedia.org/wiki/Central_Stadium_(Yekaterinburg),https://en.wikipedia.org/wiki/Yekaterinburg
240c662b-fddb-59a2-8199-04d1e4622111,Estadio Gran Parque Central,Montevideo,Uruguay,20000,https://en.wikipedia.org/wiki/Estadio_Gran_Parque_Central,https://en.wikipedia.org/wiki/Montevideo
24d63d89-620b-507c-9f84-6e1cfb70d882,Parkstadion,Gelsenkirchen,Germany,72000,https://en.wikipedia.org/wiki/Parkstadion,https://en.wikipedia.org/wiki/Gelsenkirchen
2608fb53-2669-541c-a9eb-10b104309954,Jiangmen Stadium,Jiangmen,China,13000,https://en.wikipedia.org/wiki/Jiangmen_Stadium,https://en.wikipedia.org/wiki/Jiangmen
26b7e831-7033-5db3-895b-42978c616a99,New Plaza Stadium,Foshan,China,14000,https://en.wikipedia.org/wiki/New_Plaza_Stadium,https://en.wikipedia.org/wiki/Foshan
28df6707-0e21-539f-81da-91476332fb80,Al Bayt Stadium,Al Khor,Qatar,69000,https://en.wikipedia.org/wiki/Al_Bayt_Stadium,https://en.wikipedia.org/wiki/Al_Khor_(city)
29a1eea2-7ff7-5067-a21a-4cd7deb4d93b,Estádio Independência,Belo Horizonte,Brazil,30000,https://en.wikipedia.org/wiki/Estádio_Independência,https://en.wikipedia.org/wiki/Belo_Horizonte
2a8ba358-ec15-59cc-ab6f-c75eab71978f,Melbourne Rectangular Stadium,Melbourne,Australia,28000,https://en.wikipedia.org/wiki/Melbourne_Rectangular_Stadium,https://en.wikipedia.org/wiki/Melbourne
2bafd5f9-27d6-59ae-a979-446f2f91fb3d,Foxboro Stadium,Boston,United States,59000,https://en.wikipedia.org/wiki/Foxboro_Stadium,https://en.wikipedia.org/wiki/Boston
