tournament_id,tournament_name,team_id,team_name,team_code,manager_id,family_name,given_name,country_name
28d9ffd2-6063-5c73-aed8-40f06aeb44db,1990 FIFA Men's World Cup,8dd855bb-0dbb-576b-837a-ad9f8d770c86,Costa Rica,CRI,e91d374b-3f6b-5a35-a611-4c171f4302a1,Milutinović,Bora,Yugoslavia
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,933a103d-d9d7-57a3-9c4a-fbc81d25a266,Argentina,ARG,014f518c-a9a3-5edb-af68-39909dc0e3e7,Borrello,Carlos,Argentina
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,3d11f07c-c004-508d-9001-6f944119b2b0,France,FRA,05153941-e9bb-5d1f-921e-379ab1a8880e,Loisel,Élisabeth,France
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,f201a6b5-a9f6-5612-947b-a6a57d2e7e18,Nigeria,NGA,195134e4-e4d0-5c2c-91a3-692cc2db62f8,Okpodu,Samuel,Nigeria
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,83f65ffa-c76e-5ace-8c09-c87d141a3916,South Korea,KOR,1dabb682-878a-587f-9c29-6326a02baa58,An,Jong-goan,South Korea
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,230373b7-3a16-506a-b5f6-acc37d7e801d,Japan,JPN,289c7b07-7254-514e-a891-ee1f47a6671f,Ueda,Eiji,Japan
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,1234d812-2e40-561b-90a3-ed4f9e66bd63,Canada,CAN,28c61488-bbe3-5cd6-9065-034c313379a0,Pellerud,Even,Norway
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,eff0a856-a340-5ec8-84e8-121552da2cda,Germany,DEU,32e85f5a-8d4a-5dde-a7b1-4fc9b6a9e29e,Theune-Meyer,Tina,Germany
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,58ce2aac-d181-51c6-9f50-fc3e8643d0e1,North Korea,PRK,3fb32125-0a4e-51a3-8e8a-0c91727e94d2,Ri,Song-gun,North Korea
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,3611e724-8c08-5f63-b63d-e1cad6af784c,Sweden,SWE,436eeffb-0300-5dec-a9d2-91b1909d5eca,Domanski-Lyfors,Marika,Sweden
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,187544dc-4b46-5bf6-a079-e124899a9090,Norway,NOR,491935c1-201b-5a35-9ecf-c3d6d65e3e94,Steen,Åge,Norway
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,498c5353-84ca-5f1c-8d71-0ae02196227c,Brazil,BRA,5fcc5a39-26b1-5f78-94f1-c8acc57d222d,Gonçalves,Paulo,Brazil
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,2d9898be-ff8f-55ef-a86e-167bdeaf3cc6,Australia,AUS,716fad10-9b06-5c5e-8d7b-5ee17aa19b2c,Santrac,Adrian,Australia
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,55f8040d-0098-5415-abdf-66098ef3bbee,Ghana,GHA,77ce90fb-c197-5a96-8745-39a7c0b556da,Aryee,Oko,Ghana
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,10913c23-6023-563d-94df-9b4fb66c3432,United States,USA,816ed4ff-2246-57ca-ae75-286847c8e8ff,Heinrichs,April,United States
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,93542d8e-8aca-5c07-ad21-5c493fdf083e,China,CHN,830c6907-eb83-544d-951b-ba496761cbf0,Ma,Liangxing,China
3ceb381b-9f6e-54ff-b80d-d1bade27a3b5,2003 FIFA Women's World Cup,6eb0485e-97e8-57e7-bf93-6c300f3e003a,Russia,RUS,d6451904-74df-5613-908d-a89800fbfc0a,Bystritsky,Yuri,Russia
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,3de13983-4604-5a8d-b39c-08d4f279a06b,Colombia,COL,0f05b56e-59c5-5700-80eb-5bfd8ec66710,Rozo,Ricardo,Colombia
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,58ce2aac-d181-51c6-9f50-fc3e8643d0e1,North Korea,PRK,1c05e619-83dc-5ecf-a5f2-a6238d901d45,Kim,Kwang-min,North Korea
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,f201a6b5-a9f6-5612-947b-a6a57d2e7e18,Nigeria,NGA,2a6238ef-736d-5deb-8d9f-4158b7b1032b,Uche,Ngozi Eucharia,Nigeria
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,43c1aac8-fa85-5e16-ba9c-4cfdcbc975b8,England,ENG,4f25278b-943a-53a0-9f0d-fe62e06d9ca4,Powell,Hope,England
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,c832b30c-2750-5a24-a66f-cf9ea7c20a5c,Mexico,MEX,4f8ffb07-7d02-5e53-b5e9-f6ab7210a15e,Cuéllar,Leonardo,Mexico
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,3d11f07c-c004-508d-9001-6f944119b2b0,France,FRA,533ee5d4-c266-5a82-96f8-a2b972a75852,Bini,Bruno,France
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,187544dc-4b46-5bf6-a079-e124899a9090,Norway,NOR,70f5380d-7908-58e2-99fe-83712aac5984,Landsem,Eli,Norway
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,11240419-821b-5fbb-bf15-4906f40e3951,New Zealand,NZL,7146e6e2-1892-5ef9-9d17-08a029039410,Herdman,John,England
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,eff0a856-a340-5ec8-84e8-121552da2cda,Germany,DEU,790a45e4-6b66-5e33-a5ef-f2a9d6712b4a,Neid,Silvia,Germany
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,2d9898be-ff8f-55ef-a86e-167bdeaf3cc6,Australia,AUS,90bff27f-6e34-5af1-b982-5ce612b94bc5,Sermanni,Tom,Scotland
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,498c5353-84ca-5f1c-8d71-0ae02196227c,Brazil,BRA,ae4fd738-532d-5fa0-a0f3-46c5ea728d8b,lima,Kleiton,Brazil
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,1234d812-2e40-561b-90a3-ed4f9e66bd63,Canada,CAN,b2ea5d1f-f943-55e7-802d-29bea80eb524,Morace,Carolina,Italy
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,54c72963-7aa5-5bd8-be03-81066850ff78,Equatorial Guinea,GNQ,c9dbe2b0-b499-537c-ac46-85713d880163,Frigério,Marcello,Italy
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,230373b7-3a16-506a-b5f6-acc37d7e801d,Japan,JPN,d95519aa-ffcc-5187-af9b-886cc223ac7d,Sasaki,Norio,Japan
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,10913c23-6023-563d-94df-9b4fb66c3432,United States,USA,e0796bbe-e83a-5be6-ba1b-172b1fd32a43,Sundhage,Pia,Sweden
49e2bb03-96ed-5dd7-8325-fadb64dd39cb,2011 FIFA Women's World Cup,3611e724-8c08-5f63-b63d-e1cad6af784c,Sweden,SWE,f2672226-d9bd-575e-b835-6c5fe52fa638,Dennerby,Thomas,Sweden
4ee70224-a2a3-585b-8bab-8ef5e9464c04,2014 FIFA Men's World Cup,2179a8d7-c7ed-5c0c-b6a6-8e6eeef52657,Ecuador,ECU,01974c5a-762e-5631-9445-f1e7b595296b,Rueda,Reinaldo,Colombia
4ee70224-a2a3-585b-8bab-8ef5e9464c04,2014 FIFA Men's World Cup,1e34dbe6-26e7-5736-947c-cb6c9428e165,Algeria,DZA,0f840a5e-d918-5c4b-88e3-f2aff4c77583,Halilhodžić,Vahid,Bosnia and Herzegovina
