page,subtab,page_url,group,position,team,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,form,raw_text
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. C,2,0,Morocco,3,6.1,-0.1,,,6,+1,,2 | 0 | Morocco | 3 | 6.1 | -0.1 | 3.0 | 6 | +1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. C,3,0,Scotland,3,2.6,-1.6,,,-2.4,2,+1,3 | 0 | Scotland | 3 | 2.6 | -1.6 | 6.4 | -2.4 | 2 | +1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. C,4,0,Haiti,3,2.5,-0.5,,,+1.4,2,-2,4 | 0 | Haiti | 3 | 2.5 | -0.5 | 6.6 | +1.4 | 2 | -2
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. D,1,+3,Turkiye,3,6.6,-3.6,,,+1.4,6,-3,1 | +3 | Turkiye | 3 | 6.6 | -3.6 | 3.6 | +1.4 | 6 | -3
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. D,2,-1,USA,3,4.6,+3.4,,,+0.1,5,+1,2 | -1 | USA | 3 | 4.6 | +3.4 | 3.9 | +0.1 | 5 | +1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. D,3,-1,Australia,3,2.1,-0.1,,,-0.7,3,+1,3 | -1 | Australia | 3 | 2.1 | -0.1 | 2.7 | -0.7 | 3 | +1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. D,4,-1,Paraguay,3,1.1,+0.9,,,-0.1,2,+2,4 | -1 | Paraguay | 3 | 1.1 | +0.9 | 4.1 | -0.1 | 2 | +2
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. E,1,0,Germany,3,6.8,+3.2,,,+1.1,6,,1 | 0 | Germany | 3 | 6.8 | +3.2 | 2.9 | +1.1 | 6
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. E,2,+1,Ecuador,3,5.1,-3.1,,,-0.7,6,-2,2 | +1 | Ecuador | 3 | 5.1 | -3.1 | 2.7 | -0.7 | 6 | -2
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. E,3,-1,Ivory Coast,3,4.0,3.4,,,5,+1,,3 | -1 | Ivory Coast | 3 | 4.0 | 3.4 | -1.4 | 5 | +1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. E,4,0,Curacao,3,1.4,-0.4,,,+0.6,1,,4 | 0 | Curacao | 3 | 1.4 | -0.4 | 8.4 | +0.6 | 1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. F,1,0,Netherlands,3,5.2,+4.8,,,+1.8,6,+1,1 | 0 | Netherlands | 3 | 5.2 | +4.8 | 2.2 | +1.8 | 6 | +1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. F,2,0,Japan,3,3.9,+3.1,,,+1.5,6,-1,2 | 0 | Japan | 3 | 3.9 | +3.1 | 1.5 | +1.5 | 6 | -1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. F,3,0,Sweden,3,3.0,+4.0,,,+2.9,4,,3 | 0 | Sweden | 3 | 3.0 | +4.0 | 4.1 | +2.9 | 4
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. F,4,0,Tunisia,3,0.9,+1.1,,,+6.7,1,-1,4 | 0 | Tunisia | 3 | 0.9 | +1.1 | 5.3 | +6.7 | 1 | -1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. G,1,0,Belgium,3,6.8,-0.8,,,+0.1,7,-2,1 | 0 | Belgium | 3 | 6.8 | -0.8 | 1.9 | +0.1 | 7 | -2
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. G,2,+1,Iran,3,4.1,-1.1,,,-0.9,4,-1,2 | +1 | Iran | 3 | 4.1 | -1.1 | 3.9 | -0.9 | 4 | -1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. G,3,-1,Egypt,3,3.8,+1.2,,,-1.6,4,+1,3 | -1 | Egypt | 3 | 3.8 | +1.2 | 4.6 | -1.6 | 4 | +1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. G,4,0,New Zealand,3,2.7,+1.3,,,+3.0,2,-1,4 | 0 | New Zealand | 3 | 2.7 | +1.3 | 7.0 | +3.0 | 2 | -1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. H,1,0,Spain,3,5.3,-0.3,,,-0.5,8,-1,1 | 0 | Spain | 3 | 5.3 | -0.3 | 0.5 | -0.5 | 8 | -1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. H,2,+1,Uruguay,3,4.2,-1.2,,,+1.6,5,-3,2 | +1 | Uruguay | 3 | 4.2 | -1.2 | 2.4 | +1.6 | 5 | -3
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. H,3,-1,Cape Verde,3,2.5,-0.5,,,-2.8,3,,3 | -1 | Cape Verde | 3 | 2.5 | -0.5 | 4.8 | -2.8 | 3
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. H,4,0,Saudi Arabia,3,1.2,-0.2,,,-0.4,1,+1,4 | 0 | Saudi Arabia | 3 | 1.2 | -0.2 | 5.4 | -0.4 | 1 | +1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. I,1,0,France,3,6.0,+4.0,,,-0.9,6,+3,1 | 0 | France | 3 | 6.0 | +4.0 | 2.9 | -0.9 | 6 | +3
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. I,2,0,Norway,3,6.4,+1.6,,,+3.0,6,,2 | 0 | Norway | 3 | 6.4 | +1.6 | 4.0 | +3.0 | 6
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. I,3,0,Senegal,3,5.3,+2.7,,,+1.9,4,-1,3 | 0 | Senegal | 3 | 5.3 | +2.7 | 4.1 | +1.9 | 4 | -1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. I,4,0,Iraq,3,1.6,-0.6,,,+3.8,1,-1,4 | 0 | Iraq | 3 | 1.6 | -0.6 | 8.2 | +3.8 | 1 | -1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. J,1,0,Argentina,3,5.7,+2.3,,,-0.6,7,+2,1 | 0 | Argentina | 3 | 5.7 | +2.3 | 1.6 | -0.6 | 7 | +2
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. J,2,+1,Algeria,3,3.9,+1.1,,,+3.6,4,,2 | +1 | Algeria | 3 | 3.9 | +1.1 | 3.4 | +3.6 | 4
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. J,3,-1,Austria,3,3.7,+2.3,,,+1.5,4,,3 | -1 | Austria | 3 | 3.7 | +2.3 | 4.5 | +1.5 | 4
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. J,4,0,Jordan,3,1.9,+1.1,,,+2.3,1,-1,4 | 0 | Jordan | 3 | 1.9 | +1.1 | 5.7 | +2.3 | 1 | -1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. K,1,0,Colombia,3,4.3,-0.3,,,-1.5,6,+1,1 | 0 | Colombia | 3 | 4.3 | -0.3 | 2.5 | -1.5 | 6 | +1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. K,2,+1,DR Congo,3,3.4,+0.6,,,+1.2,5,-1,2 | +1 | DR Congo | 3 | 3.4 | +0.6 | 1.8 | +1.2 | 5 | -1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. K,3,-1,Portugal,3,4.2,+1.8,,,-1.8,5,,3 | -1 | Portugal | 3 | 4.2 | +1.8 | 2.8 | -1.8 | 5
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. K,4,0,Uzbekistan,3,1.6,+0.4,,,+4.6,1,-1,4 | 0 | Uzbekistan | 3 | 1.6 | +0.4 | 6.4 | +4.6 | 1 | -1
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. L,1,0,England,3,6.1,-0.1,,,+0.5,7,,1 | 0 | England | 3 | 6.1 | -0.1 | 1.5 | +0.5 | 7
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. L,2,+1,Ghana,3,2.1,-0.1,,,-0.5,4,,2 | +1 | Ghana | 3 | 2.1 | -0.1 | 2.5 | -0.5 | 4
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. L,3,-1,Croatia,3,2.8,+2.2,,,+0.6,3,+3,3 | -1 | Croatia | 3 | 2.8 | +2.2 | 4.4 | +0.6 | 3 | +3
table,xG,https://www.fotmob.com/leagues/77/table/world-cup,Grp. L,4,0,Panama,3,1.9,-1.9,,,-0.5,2,-2,4 | 0 | Panama | 3 | 1.9 | -1.9 | 4.5 | -0.5 | 2 | -2
