source_league,source_season,date,round,home_team,score,away_team,venue,game_id
INT-Friendlies,2022,2022-09-24,Friendly,Mauritania,1–0,Benin,Stade El Bachir (Neutral Site),3f29db43
INT-Friendlies,2022,2022-09-24,Friendly,Mexico,1–0,Peru,Rose Bowl (Neutral Site),1a2a6866
INT-Friendlies,2022,2022-09-24,Friendly,Senegal,2–0,Bolivia,Stade de la Source (Neutral Site),30db6556
INT-Friendlies,2022,2022-09-24,Friendly,South Africa,4–0,Sierra Leone,FNB Stadium (Neutral Site),9a6f4b6c
INT-Friendlies,2022,2022-09-24,Friendly,Tanzania,1–0,Uganda,Martyrs of February Stadium (Neutral Site),e73fcbd7
INT-Friendlies,2022,2022-09-25,Friendly,New Zealand,0–2,Australia,Eden Park (Neutral Site),6735a30a
INT-Friendlies,2022,2022-09-25,Friendly,Niger,0–0,Liberia,TOLIP Family Club Borg El Arab Hotel Foo... (Neutral Site),73c814ec
INT-Friendlies,2022,2022-09-26,Friendly,Ethiopia,2–2,Sudan,Abebe Bikila Stadium (Neutral Site),ab7f550e
INT-Friendlies,2022,2022-09-27,Friendly,Algeria,2–1,Nigeria,Stade Olympique d'Oran (Neutral Site),95056dac
INT-Friendlies,2022,2022-09-27,Friendly,Bahrain,0–2,Panama,Stād al-Bahrayn al-Watanī (Neutral Site),dae6479d
INT-Friendlies,2022,2022-09-27,Friendly,Benin,1–3,Madagascar,Stade El Bachir (Neutral Site),a12a248d
INT-Friendlies,2022,2022-09-27,Friendly,Brazil,5–1,Tunisia,Parc des Princes (Neutral Site),963b2d1a
INT-Friendlies,2022,2022-09-27,Friendly,Brunei,1–0,Laos,Padang dan Balapan Kompleks Sukan NHB (Neutral Site),f0d67a7d
INT-Friendlies,2022,2022-09-27,Friendly,Burkina Faso,2–1,Comoros,Stade Père-Jégo (Neutral Site),ca13a018
INT-Friendlies,2022,2022-09-27,Friendly,Canada,0–2,Uruguay,Štadión Tehelné pole (Neutral Site),b90aca49
INT-Friendlies,2022,2022-09-27,Friendly,Congo DR,3–0,Sierra Leone,Stade Père-Jégo (Neutral Site),a98d7050
INT-Friendlies,2022,2022-09-27,Friendly,Côte d'Ivoire,3–1,Guinea,Stade Crédit Agricole la Licorne (Neutral Site),3e9c5ede
INT-Friendlies,2022,2022-09-27,Friendly,Egypt,3–0,Liberia,Alexandria Stadium (Neutral Site),24daf61b
INT-Friendlies,2022,2022-09-27,Friendly,Equ. Guinea,2–2,Togo,Stade Larbi-Zaouli (Neutral Site),b79b98f1
INT-Friendlies,2022,2022-09-27,Friendly,Honduras,2–1,Guatemala,PNC Stadium (Neutral Site),17d26e8e
INT-Friendlies,2022,2022-09-27,Friendly,IR Iran,1–1,Senegal,motion_invest Arena (Neutral Site),67e4474e
INT-Friendlies,2022,2022-09-27,Friendly,Indonesia,2–1,Curaçao,Stadion Pakansari Bogor (Neutral Site),156e8491
INT-Friendlies,2022,2022-09-27,Friendly,Jamaica,0–3,Argentina,Red Bull Arena (Neutral Site),d73b7ead
INT-Friendlies,2022,2022-09-27,Friendly,Japan,0–0,Ecuador,Merkur Spielarena (Neutral Site),f4513452
INT-Friendlies,2022,2022-09-27,Friendly,Korea Republic,1–0,Cameroon,Seoul World Cup Stadium (Neutral Site),f18f7fed
INT-Friendlies,2022,2022-09-27,Friendly,Libya,2–1,Tanzania,Martyrs of February Stadium (Neutral Site),408bd6f0
INT-Friendlies,2022,2022-09-27,Friendly,Malta,2–1,Israel,Ta'Qali National Stadium (Neutral Site),e9cb9d97
INT-Friendlies,2022,2022-09-27,Friendly,Mauritania,2–0,Congo,Stade El Bachir (Neutral Site),55b4e6f5
INT-Friendlies,2022,2022-09-27,Friendly,Mexico,2–3,Colombia,Levi's Stadium (Neutral Site),d5bcb154
INT-Friendlies,2022,2022-09-27,Friendly,Morocco,0–0,Paraguay,Estadio Benito Villamarín (Neutral Site),0c38ebe9
INT-Friendlies,2022,2022-09-27,Friendly,Nepal,3–1,Bangladesh,Dasharath Rangasala (Neutral Site),fd79faaa
INT-Friendlies,2022,2022-09-27,Friendly,Nicaragua,0–1,Ghana,Estadio Francisco Artés Carrasco (Neutral Site),dc0fc875
INT-Friendlies,2022,2022-09-27,Friendly,Peru,4–1,El Salvador,Audi Field (Neutral Site),420bbc40
INT-Friendlies,2022,2022-09-27,Friendly,Qatar,2–2,Chile,Generali Arena (Neutral Site),baeebd9e
INT-Friendlies,2022,2022-09-27,Friendly,Saudi Arabia,0–0,United States,Estadio Enrique Roca de Murcia (Neutral Site),56bde19a
INT-Friendlies,2022,2022-09-27,Friendly,South Africa,1–0,Botswana,FNB Stadium (Neutral Site),f0dbafcb
INT-Friendlies,2022,2022-09-27,Friendly,UAE,0–4,Venezuela,Hama Trucks Arena (Neutral Site),dff6e35b
INT-Friendlies,2022,2022-09-27,Friendly,Uzbekistan,1–2,Costa Rica,Suwon World Cup Stadium (Neutral Site),68ec3dfa
INT-Friendlies,2022,2022-10-01,Friendly,St. Vincent,1–5,Grenada,Victoria Park (Neutral Site),676c3cfc
INT-Friendlies,2022,2022-10-30,Friendly,Saudi Arabia,0–0,Honduras,Al Nahyan Stadium (Neutral Site),08af93a9
INT-Friendlies,2022,2022-11-06,Friendly,Saudi Arabia,1–0,Iceland,Mohammed bin Zayed Stadium (Neutral Site),70fb36a0
INT-Friendlies,2022,2022-11-09,Friendly,Cameroon,1–1,Jamaica,Stade Omnisport Ahmadou Ahidjo (Neutral Site),e14d6e85
INT-Friendlies,2022,2022-11-09,Friendly,Costa Rica,2–0,Nigeria,Estadio Nacional de Costa Rica (Neutral Site),7700449a
INT-Friendlies,2022,2022-11-09,Friendly,Mexico,4–0,Iraq,Estadi Municipal de Montilivi (Neutral Site),265007e8
INT-Friendlies,2022,2022-11-09,Friendly,Qatar,1–0,Albania,Marbella Fútbol Center - Sur 1 (Neutral Site),1133595b
INT-Friendlies,2022,2022-11-10,Friendly,IR Iran,1–0,Nicaragua,Azadi Stadium (Neutral Site),98504a53
INT-Friendlies,2022,2022-11-10,Friendly,Saudi Arabia,1–1,Panama,Al Nahyan Stadium (Neutral Site),f7b38ce5
INT-Friendlies,2022,2022-11-11,Friendly,Bahrain,2–2,Canada,Madinat 'Isa Stadium (Neutral Site),30aa323b
INT-Friendlies,2022,2022-11-11,Friendly,Korea Republic,1–0,Iceland,Hwaseong Stadium (Neutral Site),786899bb
INT-Friendlies,2022,2022-11-12,Friendly,Ecuador,0–0,Iraq,Estadio Cívitas Metropolitano (Neutral Site),bb8b2529
INT-Friendlies,2022,2022-11-15,Friendly,Dominican Rep.,2–4,Cuba,Estadio Cibao (Neutral Site),7cae8148
INT-Friendlies,2022,2022-11-15,Friendly,Venezuela,2–2,Panama,Al Hamriya Sports Club Stadium (Neutral Site),ff67d488
INT-Friendlies,2022,2022-11-16,Friendly,Albania,1–3,Italy,Air Albania Stadium (Neutral Site),c69404b2
INT-Friendlies,2022,2022-11-16,Friendly,Algeria,1–1,Mali,Stade Olympique d'Oran (Neutral Site),15292b2d
INT-Friendlies,2022,2022-11-16,Friendly,Andorra,0–1,Austria,Estadio La Rosaleda (Neutral Site),7fb8a1f6
INT-Friendlies,2022,2022-11-16,Friendly,Cyprus,0–2,Bulgaria,AEK Arena - George Karapatakis (Neutral Site),ff397520
INT-Friendlies,2022,2022-11-16,Friendly,Czechia,5–0,Faroe Islands,Andrův stadion (Neutral Site),b84e2f4b
INT-Friendlies,2022,2022-11-16,Friendly,Côte d'Ivoire,4–0,Burundi,Stade de Marrakech (Neutral Site),a83b8ed6
INT-Friendlies,2022,2022-11-16,Friendly,Gibraltar,2–0,Liechtenstein,Victoria Stadium (Neutral Site),838ef7f9
INT-Friendlies,2022,2022-11-16,Friendly,Kosovo,2–2,Armenia,Stadiumi Fadil Vokrri (Neutral Site),910eb079
INT-Friendlies,2022,2022-11-16,Friendly,Mexico,1–2,Sweden,Estadi Municipal de Montilivi (Neutral Site),48370637
INT-Friendlies,2022,2022-11-16,Friendly,Moldova,1–2,Azerbaijan,Stadionul Zimbru (Neutral Site),72c383c3
INT-Friendlies,2022,2022-11-16,Friendly,Nepal,1–0,Pakistan,Dasharath Rangasala (Neutral Site),fdcf61f1
INT-Friendlies,2022,2022-11-16,Friendly,Nicaragua,1–0,El Salvador,Estadio Nacional de Fútbol (Neutral Site),fe022494
INT-Friendlies,2022,2022-11-16,Friendly,Oman,0–1,Germany,Sultan Qaboos Sport Complex (Neutral Site),dbeee65e
INT-Friendlies,2022,2022-11-16,Friendly,Peru,1–0,Paraguay,Estadio Monumental (Neutral Site),061b6fed
INT-Friendlies,2022,2022-11-16,Friendly,Poland,1–0,Chile,Stadion Miejski Legii Warszawa im. Marsz... (Neutral Site),ddeacad5
INT-Friendlies,2022,2022-11-16,Friendly,Saudi Arabia,0–1,Croatia,Prince Faisal bin Fahd Stadium (Neutral Site),8e701a35
INT-Friendlies,2022,2022-11-16,Friendly,Türkiye,2–1,Scotland,Diyarbakır Yeni Stadyumu (Neutral Site),e1c97481
INT-Friendlies,2022,2022-11-16,Friendly,UAE,0–5,Argentina,Mohammed bin Zayed Stadium (Neutral Site),a4bfcd04
INT-Friendlies,2022,2022-11-16,Friendly,Uzbekistan,2–0,Kazakhstan,Paxtakor Markaziy Stadioni (Neutral Site),b781f795
INT-Friendlies,2022,2022-11-17,Friendly,Angola,1–0,Botswana,Volkswagen Dobsonville Stadium (Neutral Site),13181ffe
INT-Friendlies,2022,2022-11-17,Friendly,Gabon,3–1,Guinea-Bissau,Atilla Vehbi Konuk Tesisleri (Neutral Site),aabda6d6
INT-Friendlies,2022,2022-11-17,Friendly,Ghana,2–0,Switzerland,Sheikh Zayed Sports City (Neutral Site),122522a1
INT-Friendlies,2022,2022-11-17,Friendly,Israel,4–2,Zambia,Shlomo Insurance Stadium (Neutral Site),81689d75
INT-Friendlies,2022,2022-11-17,Friendly,Japan,1–2,Canada,Al Maktoum Stadium (Neutral Site),392beca6
INT-Friendlies,2022,2022-11-17,Friendly,Luxembourg,2–2,Hungary,Stade de Luxembourg (Neutral Site),0662911f
INT-Friendlies,2022,2022-11-17,Friendly,Malta,2–2,Greece,Ta'Qali National Stadium (Neutral Site),3eb22402
INT-Friendlies,2022,2022-11-17,Friendly,Montenegro,2–2,Slovakia,Stadion Pod Goricom (Neutral Site),49f86091
INT-Friendlies,2022,2022-11-17,Friendly,Morocco,3–0,Georgia,Sharjah Stadium (Neutral Site),a6a74e89
INT-Friendlies,2022,2022-11-17,Friendly,N. Macedonia,1–1,Finland,Nationala Arena Toše Proeski (Neutral Site),0399318f
INT-Friendlies,2022,2022-11-17,Friendly,Niger,2–3,Libya,Zeytinköy 1 Nolu Saha (Neutral Site),2311d7e3
INT-Friendlies,2022,2022-11-17,Friendly,Portugal,4–0,Nigeria,Estádio José Alvalade (Neutral Site),3ed2fbd3
INT-Friendlies,2022,2022-11-17,Friendly,Rep. of Ireland,1–2,Norway,Aviva Stadium (Neutral Site),d6515d17
INT-Friendlies,2022,2022-11-17,Friendly,Romania,1–2,Slovenia,Cluj Arena (Neutral Site),096227ea
INT-Friendlies,2022,2022-11-17,Friendly,South Africa,2–1,Mozambique,Mbombela Stadium (Neutral Site),fef454f4
INT-Friendlies,2022,2022-11-17,Friendly,St. Lucia,1–1,San Marino,Daren Sammy Cricket Ground (Neutral Site),1bd627d5
INT-Friendlies,2022,2022-11-17,Friendly,Syria,0–1,Belarus,Dubai Club Stadium (Neutral Site),98fd2763
INT-Friendlies,2022,2022-11-17,Friendly,Tajikistan,0–0,Russia,Centralʹnyj Respublikanskij Stadion (Neutral Site),18c6a168
INT-Friendlies,2022,2022-11-18,Friendly,Bahrain,1–5,Serbia,Sheikh Ali bin Mohammed Stadium (Neutral Site),871fc65d
INT-Friendlies,2022,2022-11-18,Friendly,Cameroon,1–1,Panama,Mohammed bin Zayed Stadium (Neutral Site),f7403328
INT-Friendlies,2022,2022-11-18,Friendly,Dominican Rep.,1–1,Cuba,Estadio Panamericano (Neutral Site),fb67bde6
INT-Friendlies,2022,2022-11-18,Friendly,Egypt,2–1,Belgium,Jaber Al-Ahmad International Stadium (Neutral Site),0e00c872
INT-Friendlies,2022,2022-11-19,Friendly,Albania,2–0,Armenia,Air Albania Stadium (Neutral Site),6f89b95f
INT-Friendlies,2022,2022-11-19,Friendly,Colombia,2–0,Paraguay,DRV PNK Stadium (Neutral Site),cafa65c5
INT-Friendlies,2022,2022-11-19,Friendly,Côte d'Ivoire,1–2,Burkina Faso,Stade de Marrakech (Neutral Site),fbed8d65
INT-Friendlies,2022,2022-11-19,Friendly,Gibraltar,1–0,Andorra,Victoria Stadium (Neutral Site),854ff9ae
INT-Friendlies,2022,2022-11-19,Friendly,Guatemala,3–1,Nicaragua,Dignity Health Sports Park (Neutral Site),311624b6
INT-Friendlies,2022,2022-11-19,Friendly,Kosovo,1–1,Faroe Islands,Stadiumi Fadil Vokrri (Neutral Site),27e9ee6b
INT-Friendlies,2022,2022-11-19,Friendly,Kuwait,2–0,Lebanon,Police Officers Club Stadium (Neutral Site),1ba0d176
INT-Friendlies,2022,2022-11-19,Friendly,Peru,1–0,Bolivia,Estadio de la Universidad Nacional San A...,3b609f23
INT-Friendlies,2022,2022-11-19,Friendly,Sweden,2–0,Algeria,Eleda Stadion (Neutral Site),7d4af900
INT-Friendlies,2022,2022-11-19,Friendly,Türkiye,2–1,Czechia,Kalyon Arena (Neutral Site),1c4fed81
INT-Friendlies,2022,2022-11-19,Friendly,UAE,2–1,Kazakhstan,Al Nahyan Stadium (Neutral Site),e3ba4009
INT-Friendlies,2022,2022-11-20,Friendly,Austria,2–0,Italy,Ernst-Happel-Stadion (Neutral Site),9d7b2713
INT-Friendlies,2022,2022-11-20,Friendly,Gambia,0–0,Guinea-Bissau,Ekodizayn Spor Kompleksi (Neutral Site),dbf16301
INT-Friendlies,2022,2022-11-20,Friendly,Hungary,2–1,Greece,Puskás Aréna (Neutral Site),6e0fc7e9
INT-Friendlies,2022,2022-11-20,Friendly,Israel,2–3,Cyprus,Shlomo Insurance Stadium (Neutral Site),e8106a2f
INT-Friendlies,2022,2022-11-20,Friendly,Luxembourg,0–0,Bulgaria,Stade de Luxembourg (Neutral Site),f2c88024
INT-Friendlies,2022,2022-11-20,Friendly,Malta,0–1,Rep. of Ireland,Ta'Qali National Stadium (Neutral Site),742afcc5
INT-Friendlies,2022,2022-11-20,Friendly,Moldova,0–5,Romania,Stadionul Zimbru (Neutral Site),d68414af
INT-Friendlies,2022,2022-11-20,Friendly,N. Macedonia,1–3,Azerbaijan,Nationala Arena Toše Proeski (Neutral Site),b8c203c4
INT-Friendlies,2022,2022-11-20,Friendly,Niger,1–3,Gabon,Atilla Vehbi Konuk Tesisleri (Neutral Site),56ea86dd
INT-Friendlies,2022,2022-11-20,Friendly,Norway,1–1,Finland,Ullevaal Stadion (Neutral Site),0ecda55f
INT-Friendlies,2022,2022-11-20,Friendly,Oman,2–0,Belarus,Khalifa bin Zayed Stadium (Neutral Site),fc7ad4b4
INT-Friendlies,2022,2022-11-20,Friendly,Slovakia,0–0,Chile,Štadión Tehelné pole (Neutral Site),b0eed346
INT-Friendlies,2022,2022-11-20,Friendly,Slovenia,1–0,Montenegro,Stadion Stožice (Neutral Site),c9f03ba6
INT-Friendlies,2022,2022-11-20,Friendly,South Africa,1–1,Angola,Mbombela Stadium (Neutral Site),e328e19a
INT-Friendlies,2022,2022-11-20,Friendly,St. Lucia,1–0,San Marino,Daren Sammy Cricket Ground (Neutral Site),6d01f895
INT-Friendlies,2022,2022-11-20,Friendly,Syria,1–2,Venezuela,Dubai Club Stadium (Neutral Site),c31dee93
INT-Friendlies,2022,2022-11-20,Friendly,Uzbekistan,0–0,Russia,Paxtakor Markaziy Stadioni (Neutral Site),024f4f3e
INT-Friendlies,2022,2022-12-09,Friendly,Malaysia,4–0,Cambodia,Stadium Nasional Bukit Jalil (Neutral Site),3c5fddea
INT-Friendlies,2022,2022-12-11,Friendly,Thailand,6–0,Myanmar,Thammasat Stadium (Neutral Site),d460d54f
INT-Friendlies,2022,2022-12-14,Friendly,Malaysia,3–0,Maldives,Stadium Bolasepak Kuala Lumpur (Neutral Site),c5687944
INT-Friendlies,2022,2022-12-14,Friendly,Thailand,0–1,Chinese Taipei,Thammasat Stadium (Neutral Site),060eddb2
INT-Friendlies,2022,2022-12-14,Friendly,Vietnam,1–0,Philippines,Sân vận động Hàng Đẫy,93fe8bef
INT-Friendlies,2022,2022-12-17,Friendly,Singapore,3–1,Maldives,Jalan Besar Stadium,9faaf6e2
INT-Friendlies,2022,2022-12-23,Friendly,Syria,1–2,Oman,Shabab Al Ahli Dubai Club / Al Aweer Sub... (Neutral Site),848f614a
INT-Friendlies,2022,2022-12-30,Friendly,Oman,1–0,Syria,Police Officers Club Stadium (Neutral Site),e06298b8
INT-Friendlies,2022,2022-12-30,Friendly,UAE,1–0,Lebanon,Al Maktoum Stadium,c35ef583
INT-Friendlies,2023,2023-01-08,Friendly,Iceland,1–1,Estonia,Estádio da Nora (Neutral Site),4d199913
INT-Friendlies,2023,2023-01-09,Friendly,Sweden,2–0,Finland,Estádio Algarve (Neutral Site),dbde73b4
INT-Friendlies,2023,2023-01-12,Friendly,Finland,0–1,Estonia,Estádio da Nora (Neutral Site),17e16d71
INT-Friendlies,2023,2023-01-12,Friendly,Sweden,2–1,Iceland,Estádio Algarve (Neutral Site),7f4332af
INT-Friendlies,2023,2023-01-25,Friendly,United States,1–2,Serbia,BMO Stadium,53271555
INT-Friendlies,2023,2023-01-28,Friendly,United States,0–0,Colombia,Dignity Health Sports Park,3f6bd619
INT-Friendlies,2023,2023-02-22,Friendly,Grenada,1–1,Barbados,Fond Playing Field,47a250ba
INT-Friendlies,2023,2023-02-25,Friendly,Malawi,1–1,Lesotho,Bingu National Stadium,d1e4133e
INT-Friendlies,2023,2023-02-26,Friendly,Grenada,2–2,Barbados,Kirani James Athletics Stadium,242e506e
INT-Friendlies,2023,2023-03-03,Friendly,Grenada,1–2,St. Lucia,Kirani James Athletics Stadium,a64e21be
INT-Friendlies,2023,2023-03-11,Friendly,Jamaica,0–1,Trin & Tobago,Montego Bay Sports Complex,bc88f438
INT-Friendlies,2023,2023-03-12,Friendly,Guatemala,1–1,Panama,PayPal Park (Neutral Site),fe790ad7
INT-Friendlies,2023,2023-03-14,Friendly,Jamaica,0–0,Trin & Tobago,National Stadium,771bf1d4
INT-Friendlies,2023,2023-03-20,Friendly,Fiji,1–2,Vanuatu,Churchill Park,003fcb5e
INT-Friendlies,2023,2023-03-20,Friendly,Tahiti,0–2,New Caledonia,Stade Pater Te Hono Nui,bd938d04
INT-Friendlies,2023,2023-03-21,Friendly,Maldives,1–0,Pakistan,Laamu Gan Zone Stadium,0ef20054
INT-Friendlies,2023,2023-03-22,Friendly,Honduras,1–0,El Salvador,BMO Stadium (Neutral Site),abb885ac
INT-Friendlies,2023,2023-03-22,Friendly,India,1–0,Myanmar,Khuman Lampak Main Stadium,cd9f9c16
INT-Friendlies,2023,2023-03-22,Friendly,Rep. of Ireland,3–2,Latvia,Aviva Stadium,6e69651c
INT-Friendlies,2023,2023-03-23,Friendly,Argentina,2–0,Panama,Estadio Mâs Monumental,530b12ba
INT-Friendlies,2023,2023-03-23,Friendly,Hong Kong,1–1,Singapore,Mong Kok Stadium,eeb58543
INT-Friendlies,2023,2023-03-23,Friendly,Hungary,1–0,Estonia,Puskás Aréna,32d147b5
INT-Friendlies,2023,2023-03-23,Friendly,Malaysia,1–0,Turkmenistan,Stadium Sultan Ibrahim Larkin,fe06be4d
INT-Friendlies,2023,2023-03-23,Friendly,New Zealand,0–0,China PR,Go Media Stadium,d4d6b6d6
INT-Friendlies,2023,2023-03-23,Friendly,Solomon Islands,2–0,Vanuatu,Churchill Park (Neutral Site),1924bf9e
INT-Friendlies,2023,2023-03-23,Friendly,Tahiti,2–1,New Caledonia,Stade Pater Te Hono Nui,9095c2fa
INT-Friendlies,2023,2023-03-24,Friendly,Australia,3–1,Ecuador,CommBank Stadium,046bca9c
INT-Friendlies,2023,2023-03-24,Friendly,Japan,1–1,Uruguay,Japan National Stadium,e7dd2c0e
INT-Friendlies,2023,2023-03-24,Friendly,Korea Republic,2–2,Colombia,Munsu Cup Stadium,fc5209bc
INT-Friendlies,2023,2023-03-24,Friendly,Kuwait,2–0,Philippines,Jaber Al-Ahmad International Stadium,5ddceaa7
INT-Friendlies,2023,2023-03-24,Friendly,Saudi Arabia,1–2,Venezuela,Prince Abdullah al-Faisal Stadium,722915eb
INT-Friendlies,2023,2023-03-24,Friendly,Uzbekistan,1–0,Bolivia,King Abdullah Sports City (Neutral Site),9dfac3a9
INT-Friendlies,2023,2023-03-25,Friendly,Bahrain,1–2,Palestine,Sheikh Ali bin Mohammed Stadium,ec0aac81
INT-Friendlies,2023,2023-03-25,Friendly,Bangladesh,1–0,Seychelles,Sylhet District Stadium,a86688b7
INT-Friendlies,2023,2023-03-25,Friendly,Georgia,6–1,Mongolia,Adjarabet Arena,eb300fdc
INT-Friendlies,2023,2023-03-25,Friendly,Germany,2–0,Peru,Mewa Arena,98300004
INT-Friendlies,2023,2023-03-25,Friendly,Indonesia,3–1,Burundi,Stadion Patriot Chandrabhaga,b5dbb5c8
INT-Friendlies,2023,2023-03-25,Friendly,Morocco,2–1,Brazil,Stade Ibn Batouta,b9e2f869
INT-Friendlies,2023,2023-03-25,Friendly,Myanmar,1–1,Kyrgyz Republic,Khuman Lampak Main Stadium (Neutral Site),b51651e9
INT-Friendlies,2023,2023-03-25,Friendly,Syria,3–1,Thailand,Maktoum bin Rashid Al Maktoum Stadium (Neutral Site),9088d6d7
INT-Friendlies,2023,2023-03-25,Friendly,UAE,0–0,Tajikistan,Al Nahyan Stadium,104c34e1
INT-Friendlies,2023,2023-03-26,Friendly,Fiji,0–2,Solomon Islands,Churchill Park,ff54728c
INT-Friendlies,2023,2023-03-26,Friendly,Macau,0–1,Singapore,Estádio Campo Desportivo,a34c16ce
INT-Friendlies,2023,2023-03-26,Friendly,New Zealand,2–1,China PR,Sky Stadium,8889be36
INT-Friendlies,2023,2023-03-27,Friendly,Chile,3–2,Paraguay,Estadio Monumental David Arellano,b2638636
INT-Friendlies,2023,2023-03-27,Friendly,Greece,0–0,Lithuania,Agia Sophia Stadium,045d5da5
INT-Friendlies,2023,2023-03-27,Friendly,N. Macedonia,1–0,Faroe Islands,Nationala Arena Toše Proeski,defdf47c
INT-Friendlies,2023,2023-03-27,Friendly,Oman,2–0,Lebanon,Sultan Qaboos Sport Complex,196babef
INT-Friendlies,2023,2023-03-28,Friendly,Argentina,7–0,Curaçao,Estadio Único Madre de Ciudades,7942ef6e
INT-Friendlies,2023,2023-03-28,Friendly,Armenia,2–2,Cyprus,Vazgen Sargsyan anvan Hanrapetakan Marza...,395d1dc3
INT-Friendlies,2023,2023-03-28,Friendly,Australia,1–2,Ecuador,Marvel Stadium,034967a5
INT-Friendlies,2023,2023-03-28,Friendly,Bahrain,1–0,Syria,Sheikh Ali bin Mohammed Stadium,a80bf41f
INT-Friendlies,2023,2023-03-28,Friendly,Bangladesh,0–1,Seychelles,Sylhet District Stadium,adaf13a2
INT-Friendlies,2023,2023-03-28,Friendly,Germany,2–3,Belgium,RheinEnergieSTADION,f8d00054
INT-Friendlies,2023,2023-03-28,Friendly,IR Iran,2–1,Kenya,Azadi Stadium,a3c37d91
INT-Friendlies,2023,2023-03-28,Friendly,Indonesia,2–2,Burundi,Stadion Patriot Chandrabhaga,470a30e8
INT-Friendlies,2023,2023-03-28,Friendly,Japan,1–2,Colombia,Yodoko Sakura Stadium,bb3cac85
INT-Friendlies,2023,2023-03-28,Friendly,Jordan,4–0,Philippines,Saoud bin Abdulrahman Stadium (Neutral Site),0691ca88
INT-Friendlies,2023,2023-03-28,Friendly,Korea Republic,1–2,Uruguay,Seoul World Cup Stadium,111100a5
INT-Friendlies,2023,2023-03-28,Friendly,Kuwait,2–1,Tajikistan,Jaber Al-Ahmad International Stadium,463e4f19
INT-Friendlies,2023,2023-03-28,Friendly,Kyrgyz Republic,0–2,India,Khuman Lampak Main Stadium (Neutral Site),aebe2403
INT-Friendlies,2023,2023-03-28,Friendly,Malaysia,2–0,Hong Kong,Stadium Sultan Ibrahim Larkin,7d1cdd92
INT-Friendlies,2023,2023-03-28,Friendly,Morocco,0–0,Peru,Estadio Cívitas Metropolitano (Neutral Site),f6298cc2
INT-Friendlies,2023,2023-03-28,Friendly,Saudi Arabia,1–2,Bolivia,Prince Abdullah al-Faisal Stadium,ecdd3a37
INT-Friendlies,2023,2023-03-28,Friendly,UAE,2–0,Thailand,Al Nahyan Stadium,3614d9cb
INT-Friendlies,2023,2023-03-28,Friendly,Uzbekistan,1–1,Venezuela,King Abdullah Sports City (Neutral Site),820e9bfe
INT-Friendlies,2023,2023-04-19,Friendly,United States,1–1,Mexico,State Farm Stadium,5704d9a4
INT-Friendlies,2023,2023-06-07,Friendly,Mexico,2–0,Guatemala,Estadio de Mazatlán,92dd8f1d
INT-Friendlies,2023,2023-06-09,Friendly,Luxembourg,0–1,Malta,Stade de Luxembourg,eae1c310
INT-Friendlies,2023,2023-06-10,Friendly,Mexico,2–2,Cameroon,Snapdragon Stadium (Neutral Site),efe5d0d8
INT-Friendlies,2023,2023-06-10,Friendly,Panama,3–2,Nicaragua,Estadio de la Universidad Latina,3e54cf85
INT-Friendlies,2023,2023-06-11,Friendly,Chile,3–0,Cuba,Estadio Municipal Alcaldesa Ester Roa Re...,5d28fcae
INT-Friendlies,2023,2023-06-11,Friendly,Guatemala,0–1,Trin & Tobago,Subaru Park (Neutral Site),24159739
INT-Friendlies,2023,2023-06-12,Friendly,Germany,3–3,Ukraine,Wohninvest Weserstadion,c5e94f95
INT-Friendlies,2023,2023-06-12,Friendly,Morocco,0–0,Cabo Verde,Stade Prince Moulay Abdallah,092cd935
INT-Friendlies,2023,2023-06-14,Friendly,Congo DR,1–0,Uganda,Stade de Japoma (Neutral Site),9a7f28e6
INT-Friendlies,2023,2023-06-14,Friendly,Indonesia,0–0,Palestine,Stadion Gelora Bung Tomo,175b4b06
INT-Friendlies,2023,2023-06-14,Friendly,Malaysia,4–1,Solomon Islands,Sultan Mizan Zainal Abidin Stadium,823cf130
INT-Friendlies,2023,2023-06-14,Friendly,Uruguay,4–1,Nicaragua,Estadio Centenario,0f43eb7c
INT-Friendlies,2023,2023-06-15,Friendly,Argentina,2–0,Australia,Workers' Stadium (Neutral Site),54d4c66e
INT-Friendlies,2023,2023-06-15,Friendly,Cambodia,0–1,Bangladesh,Phnom Penh National Olympic Stadium,00c8758e
INT-Friendlies,2023,2023-06-15,Friendly,Costa Rica,0–1,Guatemala,Dignity Health Sports Park (Neutral Site),2c4af776
INT-Friendlies,2023,2023-06-15,Friendly,Japan,6–0,El Salvador,Toyota Stadium,01f27902
INT-Friendlies,2023,2023-06-15,Friendly,Philippines,1–0,Nepal,Rizal Memorial Stadium,34a49506
INT-Friendlies,2023,2023-06-15,Friendly,Qatar,2–1,Jamaica,Sonnenseestadion (Neutral Site),45f8601b
INT-Friendlies,2023,2023-06-15,Friendly,Venezuela,1–0,Honduras,Audi Field (Neutral Site),6217581f
INT-Friendlies,2023,2023-06-15,Friendly,Vietnam,1–0,Hong Kong,Sân vận động Lạch Tray,474bf531
INT-Friendlies,2023,2023-06-16,Friendly,Chile,5–0,Dominican Rep.,Estadio Sausalito,a9b38065
INT-Friendlies,2023,2023-06-16,Friendly,China PR,4–0,Myanmar,Dalian Suoyuwan Football Stadium,bb448fc7
INT-Friendlies,2023,2023-06-16,Friendly,Chinese Taipei,2–2,Thailand,Kaohsiung National Stadium,70bf2a5a
