source_league,source_season,date,round,home_team,score,away_team,venue,game_id
INT-CONCACAF Gold Cup,2023,2023-07-02,Group stage,Honduras,2–1,Haiti,Bank of America Stadium (Neutral Site),2ac47cb8
INT-CONCACAF Gold Cup,2023,2023-07-02,Group stage,Jamaica,5–0,St. Kitts & Nevis,Levi's Stadium (Neutral Site),aba56882
INT-CONCACAF Gold Cup,2023,2023-07-02,Group stage,Mexico,0–1,Qatar,Levi's Stadium (Neutral Site),9f03baf0
INT-CONCACAF Gold Cup,2023,2023-07-02,Group stage,United States,6–0,Trin & Tobago,Bank of America Stadium (Neutral Site),375cc93b
INT-CONCACAF Gold Cup,2023,2023-07-04,Group stage,Canada,4–2,Cuba,Shell Energy Stadium (Neutral Site),6206941e
INT-CONCACAF Gold Cup,2023,2023-07-04,Group stage,Costa Rica,6–4,Martinique,Red Bull Arena (Neutral Site),1bea0ecf
INT-CONCACAF Gold Cup,2023,2023-07-04,Group stage,Guadeloupe,2–3,Guatemala,Red Bull Arena (Neutral Site),80a5fe55
INT-CONCACAF Gold Cup,2023,2023-07-04,Group stage,Panama,2–2,El Salvador,Shell Energy Stadium (Neutral Site),465ab1b4
INT-CONCACAF Gold Cup,2023,2023-07-08,Quarter-finals,Mexico,2–0,Costa Rica,AT&T Stadium (Neutral Site),63cfb108
INT-CONCACAF Gold Cup,2023,2023-07-08,Quarter-finals,Panama,4–0,Qatar,AT&T Stadium (Neutral Site),da7340c9
INT-CONCACAF Gold Cup,2023,2023-07-09,Quarter-finals,Guatemala,0–1,Jamaica,TQL Stadium (Neutral Site),8f223328
INT-CONCACAF Gold Cup,2023,2023-07-09,Quarter-finals,United States,(3) 2–2 (2),Canada,TQL Stadium (Neutral Site),c60b4cc3
INT-CONCACAF Gold Cup,2023,2023-07-12,Semi-finals,Jamaica,0–3,Mexico,Allegiant Stadium (Neutral Site),0befaa69
INT-CONCACAF Gold Cup,2023,2023-07-12,Semi-finals,United States,(4) 1–1 (5),Panama,Snapdragon Stadium (Neutral Site),80b3c928
INT-CONCACAF Gold Cup,2023,2023-07-16,Final,Mexico,1–0,Panama,SoFi Stadium (Neutral Site),661dd94b
INT-CONCACAF Gold Cup,2025,2025-06-14,Group stage,Mexico,3–2,Dominican Rep.,SoFi Stadium (Neutral Site),032336c2
INT-CONCACAF Gold Cup,2025,2025-06-15,Group stage,Costa Rica,4–3,Suriname,Snapdragon Stadium (Neutral Site),2c2a43c7
INT-CONCACAF Gold Cup,2025,2025-06-15,Group stage,Haiti,0–1,Saudi Arabia,Snapdragon Stadium (Neutral Site),def62fd7
INT-CONCACAF Gold Cup,2025,2025-06-15,Group stage,United States,5–0,Trin & Tobago,PayPal Park (Neutral Site),7576e6c0
INT-CONCACAF Gold Cup,2025,2025-06-16,Group stage,Jamaica,0–1,Guatemala,Dignity Health Sports Park (Neutral Site),4058e37e
INT-CONCACAF Gold Cup,2025,2025-06-16,Group stage,Panama,5–2,Guadeloupe,Dignity Health Sports Park (Neutral Site),853e44bf
INT-CONCACAF Gold Cup,2025,2025-06-17,Group stage,Canada,6–0,Honduras,BC Place Stadium (Neutral Site),5394707c
INT-CONCACAF Gold Cup,2025,2025-06-17,Group stage,Curaçao,0–0,El Salvador,PayPal Park (Neutral Site),9fcf0273
INT-CONCACAF Gold Cup,2025,2025-06-18,Group stage,Costa Rica,2–1,Dominican Rep.,AT&T Stadium (Neutral Site),ad86ebda
INT-CONCACAF Gold Cup,2025,2025-06-18,Group stage,Suriname,0–2,Mexico,AT&T Stadium (Neutral Site),156e335f
INT-CONCACAF Gold Cup,2025,2025-06-19,Group stage,Saudi Arabia,0–1,United States,Q2 Stadium (Neutral Site),7ad35ca2
INT-CONCACAF Gold Cup,2025,2025-06-19,Group stage,Trin & Tobago,1–1,Haiti,Shell Energy Stadium (Neutral Site),ded402b6
INT-CONCACAF Gold Cup,2025,2025-06-20,Group stage,Guatemala,0–1,Panama,Q2 Stadium (Neutral Site),23a98e8c
INT-CONCACAF Gold Cup,2025,2025-06-20,Group stage,Jamaica,2–1,Guadeloupe,PayPal Park (Neutral Site),a1523b4c
INT-CONCACAF Gold Cup,2025,2025-06-21,Group stage,Curaçao,1–1,Canada,Shell Energy Stadium (Neutral Site),b59b0775
INT-CONCACAF Gold Cup,2025,2025-06-21,Group stage,Honduras,2–0,El Salvador,Shell Energy Stadium (Neutral Site),f9d7207a
INT-CONCACAF Gold Cup,2025,2025-06-22,Group stage,Dominican Rep.,0–0,Suriname,AT&T Stadium (Neutral Site),fe42e33e
INT-CONCACAF Gold Cup,2025,2025-06-22,Group stage,Mexico,0–0,Costa Rica,Allegiant Stadium (Neutral Site),fe51f1f1
INT-CONCACAF Gold Cup,2025,2025-06-22,Group stage,Saudi Arabia,1–1,Trin & Tobago,Allegiant Stadium (Neutral Site),78dfe615
INT-CONCACAF Gold Cup,2025,2025-06-22,Group stage,United States,2–1,Haiti,AT&T Stadium (Neutral Site),94f436b0
INT-CONCACAF Gold Cup,2025,2025-06-24,Group stage,Canada,2–0,El Salvador,Shell Energy Stadium (Neutral Site),1f648796
INT-CONCACAF Gold Cup,2025,2025-06-24,Group stage,Guadeloupe,2–3,Guatemala,Shell Energy Stadium (Neutral Site),13a76dfe
INT-CONCACAF Gold Cup,2025,2025-06-24,Group stage,Honduras,2–1,Curaçao,PayPal Park (Neutral Site),2e2aeaf1
INT-CONCACAF Gold Cup,2025,2025-06-24,Group stage,Panama,4–1,Jamaica,Q2 Stadium (Neutral Site),11acc79b
INT-CONCACAF Gold Cup,2025,2025-06-28,Quarter-finals,Mexico,2–0,Saudi Arabia,State Farm Stadium (Neutral Site),0ddc176b
INT-CONCACAF Gold Cup,2025,2025-06-28,Quarter-finals,Panama,(4) 1–1 (5),Honduras,State Farm Stadium (Neutral Site),c93f7aed
INT-CONCACAF Gold Cup,2025,2025-06-29,Quarter-finals,Canada,(5) 1–1 (6),Guatemala,Huntington Bank Stadium (Neutral Site),7f3f63fc
INT-CONCACAF Gold Cup,2025,2025-06-29,Quarter-finals,United States,(4) 2–2 (3),Costa Rica,Huntington Bank Stadium (Neutral Site),20035769
INT-CONCACAF Gold Cup,2025,2025-07-02,Semi-finals,Mexico,1–0,Honduras,Levi's Stadium (Neutral Site),046f5558
INT-CONCACAF Gold Cup,2025,2025-07-02,Semi-finals,United States,2–1,Guatemala,Energizer Park (Neutral Site),9f090891
INT-CONCACAF Gold Cup,2025,2025-07-06,Final,United States,1–2,Mexico,NRG Stadium (Neutral Site),76d971d4
INT-AFC Asian Cup,2023,2024-01-12,Group stage,Qatar,3–0,Lebanon,Lusail Iconic Stadium (Neutral Site),906f510c
INT-AFC Asian Cup,2023,2024-01-13,Group stage,Australia,2–0,India,Ahmed bin Ali Stadium (Neutral Site),93f4461f
INT-AFC Asian Cup,2023,2024-01-13,Group stage,China PR,0–0,Tajikistan,Abdullah bin Khalifa Stadium (Neutral Site),2ab2f3f2
INT-AFC Asian Cup,2023,2024-01-13,Group stage,Uzbekistan,0–0,Syria,Jassim bin Hamad Stadium (Neutral Site),549be9da
INT-AFC Asian Cup,2023,2024-01-14,Group stage,IR Iran,4–1,Palestine,Education City Stadium (Neutral Site),43ef75c8
INT-AFC Asian Cup,2023,2024-01-14,Group stage,Japan,4–2,Vietnam,Al Thumama Stadium (Neutral Site),7f84f12f
INT-AFC Asian Cup,2023,2024-01-14,Group stage,UAE,3–1,Hong Kong,Khalifa International Stadium (Neutral Site),fa81d4b7
INT-AFC Asian Cup,2023,2024-01-15,Group stage,Indonesia,1–3,Iraq,Ahmed bin Ali Stadium (Neutral Site),54d8de12
INT-AFC Asian Cup,2023,2024-01-15,Group stage,Korea Republic,3–1,Bahrain,Jassim bin Hamad Stadium (Neutral Site),61f04936
INT-AFC Asian Cup,2023,2024-01-15,Group stage,Malaysia,0–4,Jordan,Al Janoub Stadium (Neutral Site),39f4cf51
INT-AFC Asian Cup,2023,2024-01-16,Group stage,Saudi Arabia,2–1,Oman,Khalifa International Stadium (Neutral Site),ee13b5ef
INT-AFC Asian Cup,2023,2024-01-16,Group stage,Thailand,2–0,Kyrgyz Republic,Abdullah bin Khalifa Stadium (Neutral Site),a9ba3840
INT-AFC Asian Cup,2023,2024-01-17,Group stage,Lebanon,0–0,China PR,Al Thumama Stadium (Neutral Site),81df6144
INT-AFC Asian Cup,2023,2024-01-17,Group stage,Tajikistan,0–1,Qatar,Al Bayt Stadium (Neutral Site),285cea0a
INT-AFC Asian Cup,2023,2024-01-18,Group stage,India,0–3,Uzbekistan,Ahmed bin Ali Stadium (Neutral Site),79f0c273
INT-AFC Asian Cup,2023,2024-01-18,Group stage,Palestine,1–1,UAE,Al Janoub Stadium (Neutral Site),02e5de0c
INT-AFC Asian Cup,2023,2024-01-18,Group stage,Syria,0–1,Australia,Jassim bin Hamad Stadium (Neutral Site),4ddb6a15
INT-AFC Asian Cup,2023,2024-01-19,Group stage,Hong Kong,0–1,IR Iran,Khalifa International Stadium (Neutral Site),2fad6ac0
INT-AFC Asian Cup,2023,2024-01-19,Group stage,Iraq,2–1,Japan,Education City Stadium (Neutral Site),02a6c8dc
INT-AFC Asian Cup,2023,2024-01-19,Group stage,Vietnam,0–1,Indonesia,Abdullah bin Khalifa Stadium (Neutral Site),b938c735
INT-AFC Asian Cup,2023,2024-01-20,Group stage,Bahrain,1–0,Malaysia,Jassim bin Hamad Stadium (Neutral Site),6948aaa4
INT-AFC Asian Cup,2023,2024-01-20,Group stage,Jordan,2–2,Korea Republic,Al Thumama Stadium (Neutral Site),ccc3108d
INT-AFC Asian Cup,2023,2024-01-21,Group stage,Kyrgyz Republic,0–2,Saudi Arabia,Ahmed bin Ali Stadium (Neutral Site),e4a0aa33
INT-AFC Asian Cup,2023,2024-01-21,Group stage,Oman,0–0,Thailand,Abdullah bin Khalifa Stadium (Neutral Site),6b6b83a6
INT-AFC Asian Cup,2023,2024-01-22,Group stage,Qatar,1–0,China PR,Khalifa International Stadium (Neutral Site),9d1a8511
INT-AFC Asian Cup,2023,2024-01-22,Group stage,Tajikistan,2–1,Lebanon,Jassim bin Hamad Stadium (Neutral Site),bc77947e
INT-AFC Asian Cup,2023,2024-01-23,Group stage,Australia,1–1,Uzbekistan,Al Janoub Stadium (Neutral Site),74a860a7
INT-AFC Asian Cup,2023,2024-01-23,Group stage,Hong Kong,0–3,Palestine,Abdullah bin Khalifa Stadium (Neutral Site),fc5aabc3
INT-AFC Asian Cup,2023,2024-01-23,Group stage,IR Iran,2–1,UAE,Education City Stadium (Neutral Site),5cf8c3bf
INT-AFC Asian Cup,2023,2024-01-23,Group stage,Syria,1–0,India,Al Bayt Stadium (Neutral Site),44b2a8d3
INT-AFC Asian Cup,2023,2024-01-24,Group stage,Iraq,3–2,Vietnam,Jassim bin Hamad Stadium (Neutral Site),3ac66d3c
INT-AFC Asian Cup,2023,2024-01-24,Group stage,Japan,3–1,Indonesia,Al Thumama Stadium (Neutral Site),33b918a9
INT-AFC Asian Cup,2023,2024-01-25,Group stage,Jordan,0–1,Bahrain,Khalifa International Stadium (Neutral Site),5cd780f0
INT-AFC Asian Cup,2023,2024-01-25,Group stage,Korea Republic,3–3,Malaysia,Al Janoub Stadium (Neutral Site),f2aa0cb3
INT-AFC Asian Cup,2023,2024-01-25,Group stage,Kyrgyz Republic,1–1,Oman,Abdullah bin Khalifa Stadium (Neutral Site),45ab5c0d
INT-AFC Asian Cup,2023,2024-01-25,Group stage,Saudi Arabia,0–0,Thailand,Education City Stadium (Neutral Site),17935c65
INT-AFC Asian Cup,2023,2024-01-28,Round of 16,Australia,4–0,Indonesia,Jassim bin Hamad Stadium (Neutral Site),fb51597f
INT-AFC Asian Cup,2023,2024-01-28,Round of 16,Tajikistan,(5) 1–1 (3),UAE,Ahmed bin Ali Stadium (Neutral Site),5177fe6f
INT-AFC Asian Cup,2023,2024-01-29,Round of 16,Iraq,2–3,Jordan,Khalifa International Stadium (Neutral Site),bf8bf153
INT-AFC Asian Cup,2023,2024-01-29,Round of 16,Qatar,2–1,Palestine,Al Bayt Stadium (Neutral Site),d74a77ae
INT-AFC Asian Cup,2023,2024-01-30,Round of 16,Saudi Arabia,(2) 1–1 (4),Korea Republic,Education City Stadium (Neutral Site),12d616de
INT-AFC Asian Cup,2023,2024-01-30,Round of 16,Uzbekistan,2–1,Thailand,Al Janoub Stadium (Neutral Site),ef95c0f6
INT-AFC Asian Cup,2023,2024-01-31,Round of 16,Bahrain,1–3,Japan,Al Thumama Stadium (Neutral Site),da51c1ed
INT-AFC Asian Cup,2023,2024-01-31,Round of 16,IR Iran,(5) 1–1 (3),Syria,Abdullah bin Khalifa Stadium (Neutral Site),5c9c0cc6
INT-AFC Asian Cup,2023,2024-02-02,Quarter-finals,Australia,1–2,Korea Republic,Education City Stadium (Neutral Site),6fdc7d22
INT-AFC Asian Cup,2023,2024-02-02,Quarter-finals,Tajikistan,0–1,Jordan,Ahmed bin Ali Stadium (Neutral Site),668338ea
INT-AFC Asian Cup,2023,2024-02-03,Quarter-finals,IR Iran,2–1,Japan,Education City Stadium (Neutral Site),c0d73f9e
INT-AFC Asian Cup,2023,2024-02-03,Quarter-finals,Qatar,(3) 1–1 (2),Uzbekistan,Al Bayt Stadium (Neutral Site),b8d781b2
INT-AFC Asian Cup,2023,2024-02-06,Semi-finals,Jordan,2–0,Korea Republic,Ahmed bin Ali Stadium (Neutral Site),31bdfbdb
INT-AFC Asian Cup,2023,2024-02-07,Semi-finals,IR Iran,2–3,Qatar,Al Thumama Stadium (Neutral Site),ce5d1f62
INT-AFC Asian Cup,2023,2024-02-10,Final,Jordan,1–3,Qatar,Lusail Iconic Stadium (Neutral Site),6d9230c5
INT-Nations League,2022-2023,2022-06-01,League A,Poland,2–1,Wales,Tarczyński Arena Wrocław,394edf43
INT-Nations League,2022-2023,2022-06-02,League B,Albania,,Russia,Air Albania Stadium,b0dd3b78
INT-Nations League,2022-2023,2022-06-02,League C,Bulgaria,1–1,N. Macedonia,Huvepharma Arena,2c8a7e46
INT-Nations League,2022-2023,2022-06-02,League C,Cyprus,0–2,Kosovo,AEK Arena - George Karapatakis,c31a445e
INT-Nations League,2022-2023,2022-06-02,League A,Czechia,2–1,Switzerland,Fortuna Arena,be12e86b
INT-Nations League,2022-2023,2022-06-02,League D,Estonia,2–0,San Marino,A. Le Coq Arena,9f596016
INT-Nations League,2022-2023,2022-06-02,League C,Georgia,4–0,Gibraltar,Boris Paichadzis Dinamo Arena,5670b679
INT-Nations League,2022-2023,2022-06-02,League B,Israel,2–2,Iceland,Sammy Ofer Stadium,0bb73cbc
INT-Nations League,2022-2023,2022-06-02,League C,Northern Ireland,0–1,Greece,Windsor Park,dc9d54cb
INT-Nations League,2022-2023,2022-06-02,League B,Serbia,0–1,Norway,Stadion Rajko Mitić,38f8cfa3
INT-Nations League,2022-2023,2022-06-02,League B,Slovenia,0–2,Sweden,Stadion Stožice,3ab70ba8
INT-Nations League,2022-2023,2022-06-02,League A,Spain,1–1,Portugal,Estadio Benito Villamarín,2ab716f3
INT-Nations League,2022-2023,2022-06-03,League C,Belarus,0–1,Slovakia,City Arena Trnava,6ddc23c1
INT-Nations League,2022-2023,2022-06-03,League A,Belgium,1–4,Netherlands,Stade Roi Baudouin,7d99f83e
INT-Nations League,2022-2023,2022-06-03,League A,Croatia,0–3,Austria,Stadion Gradski vrt,d20f1af0
INT-Nations League,2022-2023,2022-06-03,League A,France,1–2,Denmark,Stade de France,aea31bd3
INT-Nations League,2022-2023,2022-06-03,League C,Kazakhstan,2–0,Azerbaijan,Astana Arena,6dab8d5b
INT-Nations League,2022-2023,2022-06-03,League D,Latvia,3–0,Andorra,Daugavas Stadionā,ba437b00
INT-Nations League,2022-2023,2022-06-03,League D,Liechtenstein,0–2,Moldova,Rheinpark Stadion,23a45cbb
INT-Nations League,2022-2023,2022-06-04,League B,Armenia,1–0,Rep. of Ireland,Vazgen Sargsyan anvan Hanrapetakan Marza...,dbf9c552
INT-Nations League,2022-2023,2022-06-04,League B,Finland,1–1,Bosnia–Herz,Helsingin olympiastadion,897f086f
INT-Nations League,2022-2023,2022-06-04,League A,Hungary,1–0,England,Puskás Aréna,058c813b
INT-Nations League,2022-2023,2022-06-04,League A,Italy,1–1,Germany,Stadio Renato Dall'Ara,e1bf62bc
INT-Nations League,2022-2023,2022-06-04,League C,Lithuania,0–2,Luxembourg,Vilniaus LFF stadionas,2535ba01
INT-Nations League,2022-2023,2022-06-04,League B,Montenegro,2–0,Romania,Stadion Pod Goricom,13d7d559
INT-Nations League,2022-2023,2022-06-04,League C,Türkiye,4–0,Faroe Islands,Başakşehir Fatih Terim Stadium,7952910d
INT-Nations League,2022-2023,2022-06-05,League C,Bulgaria,2–5,Georgia,Huvepharma Arena,1787eaf7
INT-Nations League,2022-2023,2022-06-05,League C,Cyprus,0–0,Northern Ireland,AEK Arena - George Karapatakis,09092853
INT-Nations League,2022-2023,2022-06-05,League A,Czechia,2–2,Spain,Fortuna Arena,3287891e
INT-Nations League,2022-2023,2022-06-05,League C,Gibraltar,0–2,N. Macedonia,Victoria Stadium,86114bb6
INT-Nations League,2022-2023,2022-06-05,League C,Kosovo,0–1,Greece,Stadiumi Fadil Vokrri,cea8363a
INT-Nations League,2022-2023,2022-06-05,League A,Portugal,4–0,Switzerland,Estádio José Alvalade,385fb965
INT-Nations League,2022-2023,2022-06-05,League D,San Marino,0–2,Malta,San Marino Stadium,9d23d3d0
INT-Nations League,2022-2023,2022-06-05,League B,Serbia,4–1,Slovenia,Stadion Rajko Mitić,ff0b081b
INT-Nations League,2022-2023,2022-06-05,League B,Sweden,1–2,Norway,Friends Arena,078a5c2a
INT-Nations League,2022-2023,2022-06-06,League D,Andorra,0–0,Moldova,Estadi Nacional,281f8c80
INT-Nations League,2022-2023,2022-06-06,League A,Austria,1–2,Denmark,Ernst-Happel-Stadion,25555100
INT-Nations League,2022-2023,2022-06-06,League C,Belarus,0–0,Azerbaijan,Stadion Karađorđe,4d0a232d
INT-Nations League,2022-2023,2022-06-06,League A,Croatia,1–1,France,Gradski stadion u Poljudu,ed55a4a2
INT-Nations League,2022-2023,2022-06-06,League B,Iceland,1–1,Albania,Laugardalsvöllur,900fa2e3
INT-Nations League,2022-2023,2022-06-06,League B,Israel,,Russia,Sammy Ofer Stadium,f47244ca
INT-Nations League,2022-2023,2022-06-06,League D,Latvia,1–0,Liechtenstein,Daugavas Stadionā,57705b1c
INT-Nations League,2022-2023,2022-06-06,League C,Slovakia,0–1,Kazakhstan,City Arena Trnava,63514caf
INT-Nations League,2022-2023,2022-06-07,League B,Bosnia–Herz,1–0,Romania,Stadion Bilino Polje,dd675669
INT-Nations League,2022-2023,2022-06-07,League C,Faroe Islands,0–1,Luxembourg,Tórsvøllur,3b22a794
INT-Nations League,2022-2023,2022-06-07,League B,Finland,2–0,Montenegro,Helsingin olympiastadion,a38b4ecf
INT-Nations League,2022-2023,2022-06-07,League A,Germany,1–1,England,Allianz Arena,d7df9e02
INT-Nations League,2022-2023,2022-06-07,League A,Italy,2–1,Hungary,Stadio Dino Manuzzi,af1cb853
INT-Nations League,2022-2023,2022-06-07,League C,Lithuania,0–6,Türkiye,Vilniaus LFF stadionas,12b76021
INT-Nations League,2022-2023,2022-06-08,League A,Belgium,6–1,Poland,Stade Roi Baudouin,574e523f
INT-Nations League,2022-2023,2022-06-08,League B,Rep. of Ireland,0–1,Ukraine,Aviva Stadium,62e4af43
INT-Nations League,2022-2023,2022-06-08,League B,Scotland,2–0,Armenia,Hampden Park,79b2fd6d
INT-Nations League,2022-2023,2022-06-08,League A,Wales,1–2,Netherlands,Cardiff City Stadium,280538f0
INT-Nations League,2022-2023,2022-06-09,League C,Gibraltar,1–1,Bulgaria,Victoria Stadium,53e9e2bb
INT-Nations League,2022-2023,2022-06-09,League C,Greece,3–0,Cyprus,Panthessaliko Stadio,744e2ddb
INT-Nations League,2022-2023,2022-06-09,League C,Kosovo,3–2,Northern Ireland,Stadiumi Fadil Vokrri,d5220cb3
INT-Nations League,2022-2023,2022-06-09,League D,Malta,1–2,Estonia,Ta'Qali National Stadium,66994ece
INT-Nations League,2022-2023,2022-06-09,League C,N. Macedonia,0–3,Georgia,Nationala Arena Toše Proeski,bfb06f53
INT-Nations League,2022-2023,2022-06-09,League B,Norway,0–0,Slovenia,Ullevaal Stadion,47f96e4c
INT-Nations League,2022-2023,2022-06-09,League A,Portugal,2–0,Czechia,Estádio José Alvalade,6feadc08
INT-Nations League,2022-2023,2022-06-09,League B,Sweden,0–1,Serbia,Friends Arena,8ca438af
INT-Nations League,2022-2023,2022-06-09,League A,Switzerland,0–1,Spain,Stade de Genève,ef1c7234
INT-Nations League,2022-2023,2022-06-10,League B,Albania,1–2,Israel,Air Albania Stadium,96fa7953
INT-Nations League,2022-2023,2022-06-10,League D,Andorra,2–1,Liechtenstein,Estadi Nacional,a95f5392
INT-Nations League,2022-2023,2022-06-10,League A,Austria,1–1,France,Ernst-Happel-Stadion,67a0082b
INT-Nations League,2022-2023,2022-06-10,League C,Azerbaijan,0–1,Slovakia,Liv Bona Dea Arena,16a74132
INT-Nations League,2022-2023,2022-06-10,League C,Belarus,1–1,Kazakhstan,Stadion Karađorđe,bffa1368
INT-Nations League,2022-2023,2022-06-10,League A,Denmark,0–1,Croatia,Parken,f355343d
INT-Nations League,2022-2023,2022-06-10,League D,Moldova,2–4,Latvia,Stadionul Zimbru,07d1e2e2
INT-Nations League,2022-2023,2022-06-10,League B,Russia,,Iceland,VTB Arena,6eb4feb0
INT-Nations League,2022-2023,2022-06-11,League A,England,0–0,Italy,Molineux Stadium,c75dc433
INT-Nations League,2022-2023,2022-06-11,League C,Faroe Islands,2–1,Lithuania,Tórsvøllur,6ecac2f7
INT-Nations League,2022-2023,2022-06-11,League A,Hungary,1–1,Germany,Puskás Aréna,d9799b68
INT-Nations League,2022-2023,2022-06-11,League C,Luxembourg,0–2,Türkiye,Stade de Luxembourg,50ef7954
INT-Nations League,2022-2023,2022-06-11,League B,Montenegro,1–1,Bosnia–Herz,Stadion Pod Goricom,98c13bb4
INT-Nations League,2022-2023,2022-06-11,League A,Netherlands,2–2,Poland,Stadion Feijenoord,5e169ad9
INT-Nations League,2022-2023,2022-06-11,League B,Rep. of Ireland,3–0,Scotland,Aviva Stadium,afa016d5
INT-Nations League,2022-2023,2022-06-11,League B,Romania,1–0,Finland,Stadionul Rapid-Giulești,7714dcd8
INT-Nations League,2022-2023,2022-06-11,League B,Ukraine,3–0,Armenia,Stadion Miejski im. Władysława Króla,badf9738
INT-Nations League,2022-2023,2022-06-11,League A,Wales,1–1,Belgium,Cardiff City Stadium,510eb1dc
INT-Nations League,2022-2023,2022-06-12,League C,Georgia,0–0,Bulgaria,Boris Paichadzis Dinamo Arena,94af0cd2
INT-Nations League,2022-2023,2022-06-12,League C,Greece,2–0,Kosovo,Panthessaliko Stadio,c2c955a6
INT-Nations League,2022-2023,2022-06-12,League D,Malta,1–0,San Marino,Ta'Qali National Stadium,88fbe0e8
INT-Nations League,2022-2023,2022-06-12,League C,N. Macedonia,4–0,Gibraltar,Nationala Arena Toše Proeski,38964101
INT-Nations League,2022-2023,2022-06-12,League C,Northern Ireland,2–2,Cyprus,Windsor Park,16aa0b77
