match_id,match_slug,match_url,home_team,away_team,kickoff,final_score,goal_index,minute,minute_base,stoppage_minute,elapsed_minute,scorer,scoring_country,opponent_country,credited_player_country,own_goal,penalty,score_before,score_after,scoring_team_score_before,opponent_score_before,scoring_team_score_after,opponent_score_after,home_score_before,away_score_before,home_score_after,away_score_after,raw_event
4667792,new-zealand-vs-egypt,https://www.fotmob.com/matches/new-zealand-vs-egypt/24xk7y#4667792,New Zealand,Egypt,2026-06-22T01:00:00.000Z,1-3,4,84,84,0,84.0,Trezeguet,Egypt,New Zealand,Egypt,False,False,1-2,1-3,2,1,3,1,1,2,1,3,"82’ Trezeguet (1 - 3) Header, assist by Mohamed Salah 84’ Hossam Abdelmaguid Mohamed Salah 84’ Zizo Emam Ashour Tyler Bindon Tim Payne 85’ Francis De Vries Elija"
4667801,spain-vs-saudi-arabia,https://www.fotmob.com/matches/spain-vs-saudi-arabia/1qq6ht#4667801,Spain,Saudi Arabia,2026-06-21T16:00:00.000Z,4-0,1,10,10,0,10.0,Lamine Yamal,Spain,Saudi Arabia,Spain,False,False,0-0,1-0,0,0,1,0,0,0,1,0,Lamine Yamal (1 - 0) assist by Mikel Oyarzabal 10’ Mikel Oyarzabal
4667801,spain-vs-saudi-arabia,https://www.fotmob.com/matches/spain-vs-saudi-arabia/1qq6ht#4667801,Spain,Saudi Arabia,2026-06-21T16:00:00.000Z,4-0,2,21,21,0,21.0,Mikel Oyarzabal,Spain,Saudi Arabia,Spain,False,False,1-0,2-0,1,0,2,0,1,0,2,0,10’ Mikel Oyarzabal (2 - 0) assist by Aymeric Laporte 21’ Mikel Oyarzabal
4667801,spain-vs-saudi-arabia,https://www.fotmob.com/matches/spain-vs-saudi-arabia/1qq6ht#4667801,Spain,Saudi Arabia,2026-06-21T16:00:00.000Z,4-0,3,24,24,0,24.0,Mikel Oyarzabal,Spain,Saudi Arabia,Spain,False,False,2-0,3-0,2,0,3,0,2,0,3,0,21’ Mikel Oyarzabal (3 - 0) assist by Dani Olmo 24’ 30’ Salem Al-Dawsari +5 minutes added HT 3 - 0 Yéremi Pino Lamine Yamal 46’ Ferran Torres Mikel Oyarzabal 46’ 46’ A
4667801,spain-vs-saudi-arabia,https://www.fotmob.com/matches/spain-vs-saudi-arabia/1qq6ht#4667801,Spain,Saudi Arabia,2026-06-21T16:00:00.000Z,4-0,4,49,49,0,49.0,Hassan Al Tambakti,Spain,Saudi Arabia,Saudi Arabia,True,False,3-0,4-0,3,0,4,0,3,0,4,0,46’ Mohamed Kanno Abdullah Alkhaibari Hassan Al Tambakti (4 - 0) Own goal 49’ 60’ Alaa Hajji Abdulelah Al Amri 60’ Mohammed Abu Al Shamat Firas Al-Buraikan 60’ Mohamed Kanno Mikel Merino Dani Olmo 61’ Nic
4667800,uruguay-vs-cape-verde,https://www.fotmob.com/matches/uruguay-vs-cape-verde/14n97e#4667800,Uruguay,Cape Verde,2026-06-21T22:00:00.000Z,2-2,1,21,21,0,21.0,Kevin Pina,Cape Verde,Uruguay,Cape Verde,False,False,0-0,0-1,0,0,1,0,0,0,0,1,21’ Kevin Pina (0 - 1) Direct free kick Maxi Araújo
4667800,uruguay-vs-cape-verde,https://www.fotmob.com/matches/uruguay-vs-cape-verde/14n97e#4667800,Uruguay,Cape Verde,2026-06-21T22:00:00.000Z,2-2,2,44,44,0,44.0,Maxi Araújo,Uruguay,Cape Verde,Uruguay,False,False,0-1,1-1,0,1,1,1,0,1,1,1,21’ Kevin Pina (0 - 1) Direct free kick Maxi Araújo (1 - 1) Header 44’ +5 minutes added Agustín Canobbio
4667800,uruguay-vs-cape-verde,https://www.fotmob.com/matches/uruguay-vs-cape-verde/14n97e#4667800,Uruguay,Cape Verde,2026-06-21T22:00:00.000Z,2-2,3,45+6,45,6,51.0,Agustín Canobbio,Uruguay,Cape Verde,Uruguay,False,False,1-1,2-1,1,1,2,1,1,1,2,1,44’ +5 minutes added Agustín Canobbio (2 - 1) assist by Maxi Araújo 45’ +6 HT 2 - 1 46’ Deroy Duarte Telmo Arcanjo 58’ Nuno da Costa Gilson Benchimol 58’ Hélio Varela Garry Rodrigues Ma
4667800,uruguay-vs-cape-verde,https://www.fotmob.com/matches/uruguay-vs-cape-verde/14n97e#4667800,Uruguay,Cape Verde,2026-06-21T22:00:00.000Z,2-2,4,61,61,0,61.0,Hélio Varela,Cape Verde,Uruguay,Uruguay,False,False,2-1,2-2,1,2,2,2,2,1,2,2,61’ Hélio Varela (2 - 2) Nicolás de la Cruz Manuel Ugarte 70’ Darwin Núñez Federico Viñas 70’ 70’ Laros Duarte Kevin Pina 80’ Yannick Semedo Jamiro Monteiro Brian R
4667827,panama-vs-croatia,https://www.fotmob.com/matches/panama-vs-croatia/24y93x#4667827,Panama,Croatia,2026-06-23T23:00:00.000Z,0-1,1,54,54,0,54.0,Ante Budimir,Croatia,Panama,Croatia,False,False,0-0,0-1,0,0,1,0,0,0,0,1,54’ Ante Budimir (0 - 1) assist by Josip Stanisic Yoel Bárcenas 61’ 72’ Luka Sucic Marco Pasalic 72’ Petar Sucic Mateo Kovacic Cecilio Waterman Jiovany Ramos 77’ 81
4667821,dr-congo-vs-colombia,https://www.fotmob.com/matches/dr-congo-vs-colombia/1ra58w#4667821,Colombia,DR Congo,2026-06-24T02:00:00.000Z,1-0,1,76,76,0,76.0,Daniel Muñoz,Colombia,DR Congo,Colombia,False,False,0-0,1-0,0,0,1,0,0,0,1,0,71’ Charles Pickel Edo Kayembe Daniel Muñoz (1 - 0) assist by Juan Quintero 76’ Richard Ríos Jhon Arias 77’ 82’ Nathanaël Mbuku Samuel Moutoussamy +6 minutes added 90’ +3 Charles Pickel Jeffe
4667756,south-africa-vs-south-korea,https://www.fotmob.com/matches/south-africa-vs-south-korea/1ncyls#4667756,South Africa,South Korea,2026-06-25T01:00:00.000Z,1-0,1,63,63,0,63.0,Thapelo Maseko,South Africa,South Korea,South Africa,False,False,0-0,1-0,0,0,1,0,0,0,1,0,62’ Thapelo Maseko (1 - 0) assist by Tshepang Moremi 63’ 65’ Jin-Seob Park Min-Jae Kim Aubrey Maphosa Modiba 72’ 74’ Gue-Sung Cho Hyeon-Gyu Oh Iqraam Rayners Thapelo
4667761,canada-vs-switzerland,https://www.fotmob.com/matches/canada-vs-switzerland/1aq0cl#4667761,Switzerland,Canada,2026-06-24T19:00:00.000Z,2-1,1,46,46,0,46.0,Rubén Vargas,Switzerland,Canada,Switzerland,False,False,0-0,1-0,0,0,1,0,0,0,1,0,32’ +4 minutes added HT 0 - 0 Rubén Vargas (1 - 0) assist by Johan Manzambi 46’ Johan Manzambi
4667761,canada-vs-switzerland,https://www.fotmob.com/matches/canada-vs-switzerland/1aq0cl#4667761,Switzerland,Canada,2026-06-24T19:00:00.000Z,2-1,2,57,57,0,57.0,Johan Manzambi,Switzerland,Canada,Switzerland,False,False,1-0,2-0,1,0,2,0,1,0,2,0,46’ Johan Manzambi (2 - 0) assist by Breel Embolo 57’ 58’ Tani Oluwaseyi Cyle Larin 58’ Liam Millar Ali Ahmed 58’ Stephen Eustaquio Mathieu Choinière Silvan Widmer Lu
4667761,canada-vs-switzerland,https://www.fotmob.com/matches/canada-vs-switzerland/1aq0cl#4667761,Switzerland,Canada,2026-06-24T19:00:00.000Z,2-1,3,76,76,0,76.0,Promise David,Canada,Switzerland,Canada,False,False,2-0,2-1,0,2,1,2,2,0,2,1,76’ Promise David (2 - 1) assist by Nathan Saliba Dan Ndoye Rubén Vargas 80’ 83’ Jacob Shaffelburg Richie Laryea Christian Fassnacht Johan Manzambi 85’ Cedric Itten
4667762,qatar-vs-bosnia-herzegovina,https://www.fotmob.com/matches/qatar-vs-bosnia-herzegovina/24aiya#4667762,Bosnia and Herzegovina,Qatar,2026-06-24T19:00:00.000Z,3-1,1,29,29,0,29.0,Kerim Alajbegovic,Bosnia and Herzegovina,Qatar,Bosnia and Herzegovina,False,False,0-0,1-0,0,0,1,0,0,0,1,0,Kerim Alajbegovic (1 - 0) assist by Ivan Basic 29’ Mahmud Abunada
4667762,qatar-vs-bosnia-herzegovina,https://www.fotmob.com/matches/qatar-vs-bosnia-herzegovina/24aiya#4667762,Bosnia and Herzegovina,Qatar,2026-06-24T19:00:00.000Z,3-1,2,34,34,0,34.0,Mahmud Abunada,Bosnia and Herzegovina,Qatar,Qatar,True,False,1-0,2-0,1,0,2,0,1,0,2,0,29’ Mahmud Abunada (2 - 0) Own goal 34’ 42’ Hassan Al Haidos
4667762,qatar-vs-bosnia-herzegovina,https://www.fotmob.com/matches/qatar-vs-bosnia-herzegovina/24aiya#4667762,Bosnia and Herzegovina,Qatar,2026-06-24T19:00:00.000Z,3-1,3,42,42,0,42.0,Hassan Al Haidos,Qatar,Bosnia and Herzegovina,Qatar,False,False,2-0,2-1,0,2,1,2,2,0,2,1,42’ Hassan Al Haidos (2 - 1) assist by Edmílson Junior +5 minutes added HT 2 - 1 Benjamin Tahirovic Ivan Sunjic 46’ Amar Memic Arjan Malic 46’ 46’ Abdulaziz Hatem Jasse
4667762,qatar-vs-bosnia-herzegovina,https://www.fotmob.com/matches/qatar-vs-bosnia-herzegovina/24aiya#4667762,Bosnia and Herzegovina,Qatar,2026-06-24T19:00:00.000Z,3-1,4,80,80,0,80.0,Ermin Mahmic,Bosnia and Herzegovina,Qatar,Bosnia and Herzegovina,False,False,2-1,3-1,2,1,3,1,2,1,3,1,79’ Mohamed Al Mannai Ahmed Fathi Ermin Mahmic (3 - 1) assist by Dennis Hadzikadunic 80’ Dzenis Burnic Kerim Alajbegovic 82’ Ermin Mahmic 82’ +6 minutes added
4667768,brazil-vs-scotland,https://www.fotmob.com/matches/brazil-vs-scotland/2bkifh#4667768,Scotland,Brazil,2026-06-24T22:00:00.000Z,0-3,1,22,22,0,22.0,Vinícius Júnior,Brazil,Scotland,Brazil,False,False,0-0,0-1,0,0,1,0,0,0,0,1,7’ Vinícius Júnior (0 - 1) assist by Rayan 22’ Goal ruled out - foul Vinícius Júnior +6 minutes added 45’ +3 Vinícius Júnior
4667768,brazil-vs-scotland,https://www.fotmob.com/matches/brazil-vs-scotland/2bkifh#4667768,Scotland,Brazil,2026-06-24T22:00:00.000Z,0-3,2,45+3,45,3,48.0,Vinícius Júnior,Brazil,Scotland,Brazil,False,False,0-1,0-2,1,0,2,0,0,1,0,2,"45’ +3 Vinícius Júnior (0 - 2) Header, assist by Bruno Guimarães HT 0 - 2 Kieran Tierney Andrew Robertson 46’ 60’ Matheus Cunha"
4667768,brazil-vs-scotland,https://www.fotmob.com/matches/brazil-vs-scotland/2bkifh#4667768,Scotland,Brazil,2026-06-24T22:00:00.000Z,0-3,3,62,62,0,62.0,Matheus Cunha,Brazil,Scotland,Brazil,False,False,0-2,0-3,2,0,3,0,0,2,0,3,60’ Matheus Cunha (0 - 3) assist by Bruno Guimarães 62’ Danilo 66’ Gabriel Martinelli Lucas Paquetá 66’ Fabinho Casemiro 76’ Neymar Matheus Cunha Ryan Christie Ben G
4667769,haiti-vs-morocco,https://www.fotmob.com/matches/haiti-vs-morocco/18aaq8#4667769,Morocco,Haiti,2026-06-24T22:00:00.000Z,4-2,1,10,10,0,10.0,Yassine Bounou,Haiti,Morocco,Morocco,True,False,0-0,0-1,0,0,1,0,0,0,0,1,10’ Yassine Bounou (0 - 1) Own goal Achraf Hakimi
4667769,haiti-vs-morocco,https://www.fotmob.com/matches/haiti-vs-morocco/18aaq8#4667769,Morocco,Haiti,2026-06-24T22:00:00.000Z,4-2,2,39,39,0,39.0,Achraf Hakimi,Morocco,Haiti,Morocco,False,False,0-1,1-1,0,1,1,1,0,1,1,1,10’ Yassine Bounou (0 - 1) Own goal Achraf Hakimi (1 - 1) 39’ 43’ Wilson Isidor
4667769,haiti-vs-morocco,https://www.fotmob.com/matches/haiti-vs-morocco/18aaq8#4667769,Morocco,Haiti,2026-06-24T22:00:00.000Z,4-2,3,43,43,0,43.0,Wilson Isidor,Haiti,Morocco,Haiti,False,False,1-1,1-2,1,1,2,1,1,1,1,2,43’ Wilson Isidor (1 - 2) assist by Jean-Kévin Duverne +5 minutes added Ismael Saibari
4667769,haiti-vs-morocco,https://www.fotmob.com/matches/haiti-vs-morocco/18aaq8#4667769,Morocco,Haiti,2026-06-24T22:00:00.000Z,4-2,4,45+1,45,1,46.0,Ismael Saibari,Morocco,Haiti,Morocco,False,False,1-2,2-2,1,2,2,2,1,2,2,2,43’ Wilson Isidor (1 - 2) assist by Jean-Kévin Duverne +5 minutes added Ismael Saibari (2 - 2) assist by Achraf Hakimi 45’ +1 HT 2 - 2 67’ Duckens Nazon Wilson Isidor 67’ Don Deedson Louicius Ruben Providence Azzedine Ounahi Brahim Dí
4667769,haiti-vs-morocco,https://www.fotmob.com/matches/haiti-vs-morocco/18aaq8#4667769,Morocco,Haiti,2026-06-24T22:00:00.000Z,4-2,5,78,78,0,78.0,Soufiane Rahimi,Morocco,Haiti,Morocco,False,False,2-2,3-2,2,2,3,2,2,2,3,2,70’ Soufiane Rahimi (3 - 2) assist by Chadi Riad 78’ 79’ Duckens Nazon 79’ Johny Placide 80’ Carlens Arcus Jean-Kévin Duverne 80’ Dominique Simon Danley Jean Jacques N
4667769,haiti-vs-morocco,https://www.fotmob.com/matches/haiti-vs-morocco/18aaq8#4667769,Morocco,Haiti,2026-06-24T22:00:00.000Z,4-2,6,89,89,0,89.0,Gessime Yassine,Morocco,Haiti,Morocco,False,False,3-2,4-2,3,2,4,2,3,2,4,2,83’ Frantzdy Pierrot Lenny Joseph Gessime Yassine (4 - 2) assist by Soufiane Rahimi 89’ +5 minutes added 90’ +3 Josué Casimir
4667775,turkiye-vs-usa,https://www.fotmob.com/matches/turkiye-vs-usa/1gq91b#4667775,Turkiye,USA,2026-06-26T02:00:00.000Z,3-2,1,3,3,0,3.0,Auston Trusty,USA,Turkiye,USA,False,False,0-0,0-1,0,0,1,0,0,0,0,1,3’ Auston Trusty (0 - 1) assist by Sebastian Berhalter Arda Güler
4667775,turkiye-vs-usa,https://www.fotmob.com/matches/turkiye-vs-usa/1gq91b#4667775,Turkiye,USA,2026-06-26T02:00:00.000Z,3-2,2,10,10,0,10.0,Arda Güler,Turkiye,USA,Turkiye,False,False,0-1,1-1,0,1,1,1,0,1,1,1,3’ Auston Trusty (0 - 1) assist by Sebastian Berhalter Arda Güler (1 - 1) assist by Baris Alper Yilmaz 10’ 19’ Sebastian Berhalter Baris Alper Yilmaz
4667775,turkiye-vs-usa,https://www.fotmob.com/matches/turkiye-vs-usa/1gq91b#4667775,Turkiye,USA,2026-06-26T02:00:00.000Z,3-2,3,31,31,0,31.0,Baris Alper Yilmaz,Turkiye,USA,Turkiye,False,False,1-1,2-1,1,1,2,1,1,1,2,1,19’ Sebastian Berhalter Baris Alper Yilmaz (2 - 1) assist by Orkun Kökcü 31’ +6 minutes added HT 2 - 1 49’ Sebastian Berhalter
4667775,turkiye-vs-usa,https://www.fotmob.com/matches/turkiye-vs-usa/1gq91b#4667775,Turkiye,USA,2026-06-26T02:00:00.000Z,3-2,4,58,58,0,58.0,Sebastian Berhalter,USA,Turkiye,USA,False,False,2-1,2-2,1,2,2,2,2,1,2,2,49’ Sebastian Berhalter (2 - 2) 58’ Christian Pulisic Timothy Weah 76’ Alex Zendejas Brenden Aaronson 76’ Sergiño Dest Giovanni Reyna 76’ Alex Freeman Joseph Scally Caglar
4667775,turkiye-vs-usa,https://www.fotmob.com/matches/turkiye-vs-usa/1gq91b#4667775,Turkiye,USA,2026-06-26T02:00:00.000Z,3-2,5,90+8,90,8,98.0,Kaan Ayhan,Turkiye,USA,Turkiye,False,False,2-2,3-2,2,2,3,2,2,2,3,2,90’ +1 Kaan Ayhan (3 - 2) 90’ +8
4667781,ecuador-vs-germany,https://www.fotmob.com/matches/ecuador-vs-germany/1xhhol#4667781,Ecuador,Germany,2026-06-25T20:00:00.000Z,2-1,1,2,2,0,2.0,Leroy Sané,Germany,Ecuador,Germany,False,False,0-0,0-1,0,0,1,0,0,0,0,1,2’ Leroy Sané (0 - 1) assist by Florian Wirtz Nilson Angulo
4667781,ecuador-vs-germany,https://www.fotmob.com/matches/ecuador-vs-germany/1xhhol#4667781,Ecuador,Germany,2026-06-25T20:00:00.000Z,2-1,2,9,9,0,9.0,Nilson Angulo,Ecuador,Germany,Ecuador,False,False,0-1,1-1,0,1,1,1,0,1,1,1,2’ Leroy Sané (0 - 1) assist by Florian Wirtz Nilson Angulo (1 - 1) assist by Pedro Vite 9’ Piero Hincapié 43’ 44’ Aleksandar Pavlovic +4 minutes added HT 1 - 1 46’ Angelo Stiller Aleksandar Pavlovic 46’ Pen
4667781,ecuador-vs-germany,https://www.fotmob.com/matches/ecuador-vs-germany/1xhhol#4667781,Ecuador,Germany,2026-06-25T20:00:00.000Z,2-1,3,77,77,0,77.0,Gonzalo Plata,Ecuador,Germany,Ecuador,False,False,1-1,2-1,1,1,2,1,1,1,2,1,73’ Pascal Groß Florian Wirtz Gonzalo Plata (2 - 1) assist by Kevin Rodríguez 77’ Jordy Caicedo Nilson Angulo 85’ Félix Torres John Yeboah 85’ Gonzalo Plata 89’ +7 minutes added
4667782,ivory-coast-vs-curacao,https://www.fotmob.com/matches/ivory-coast-vs-curacao/jy3w4js#4667782,Curacao,Ivory Coast,2026-06-25T20:00:00.000Z,0-2,1,34,34,0,34.0,Nicolas Pépé,Ivory Coast,Curacao,Ivory Coast,False,False,0-0,0-1,0,0,1,0,0,0,0,1,7’ Nicolas Pépé (0 - 1) assist by Yan Diomande 34’ Nicolas Pépé +4 minutes added HT 0 - 1 46’ Christ Inao Oulaï Amad Diallo Jeremy Antonisse Livano Comenencia 61’
4667782,ivory-coast-vs-curacao,https://www.fotmob.com/matches/ivory-coast-vs-curacao/jy3w4js#4667782,Curacao,Ivory Coast,2026-06-25T20:00:00.000Z,0-2,2,67,67,0,67.0,Nicolas Pépé,Ivory Coast,Curacao,Ivory Coast,False,False,0-1,0-2,1,0,2,0,0,1,0,2,64’ Nicolas Pépé (0 - 2) assist by Ibrahim Sangaré 67’ Elye Wahi Nicolas Pépé 67’ Bazoumana Touré Yan Diomande 67’ Oumar Diakité Ange-Yoan Bonny Juninho Bacuna 75’
4667787,netherlands-vs-tunisia,https://www.fotmob.com/matches/netherlands-vs-tunisia/1hoci5#4667787,Tunisia,Netherlands,2026-06-25T23:00:00.000Z,1-3,1,7,7,0,7.0,Ellyes Skhiri,Netherlands,Tunisia,Tunisia,True,False,0-0,0-1,0,0,1,0,0,0,0,1,3’ Ellyes Skhiri (0 - 1) Own goal 7’ Brian Brobbey
4667787,netherlands-vs-tunisia,https://www.fotmob.com/matches/netherlands-vs-tunisia/1hoci5#4667787,Tunisia,Netherlands,2026-06-25T23:00:00.000Z,1-3,2,7,7,0,7.0,Brian Brobbey,Netherlands,Tunisia,Netherlands,False,False,0-1,0-2,1,0,2,0,0,1,0,2,7’ Brian Brobbey (0 - 2) assist by Virgil van Dijk +3 minutes added HT 0 - 2 Hazem Mastouri
4667787,netherlands-vs-tunisia,https://www.fotmob.com/matches/netherlands-vs-tunisia/1hoci5#4667787,Tunisia,Netherlands,2026-06-25T23:00:00.000Z,1-3,3,54,54,0,54.0,Hazem Mastouri,Tunisia,Netherlands,Tunisia,False,False,0-2,1-2,0,2,1,2,0,2,1,2,"Brian Brobbey (0 - 2) assist by Virgil van Dijk +3 minutes added HT 0 - 2 Hazem Mastouri (1 - 2) Header, assist by Hannibal Mejbri 54’ 62’ Jan Paul van Hecke"
4667787,netherlands-vs-tunisia,https://www.fotmob.com/matches/netherlands-vs-tunisia/1hoci5#4667787,Tunisia,Netherlands,2026-06-25T23:00:00.000Z,1-3,4,62,62,0,62.0,Jan Paul van Hecke,Netherlands,Tunisia,Netherlands,False,False,1-2,1-3,2,1,3,1,1,2,1,3,"62’ Jan Paul van Hecke (1 - 3) Header, assist by Tijjani Reijnders Hadj Mahmoud Rani Khedira 67’ Elias Achouri Anis Ben Slimane 67’ Mortadha Ben Ouanes Amine Ben Hamida 6"
4667788,japan-vs-sweden,https://www.fotmob.com/matches/japan-vs-sweden/1x3r7y#4667788,Japan,Sweden,2026-06-25T23:00:00.000Z,1-1,1,56,56,0,56.0,Daizen Maeda,Japan,Sweden,Japan,False,False,0-0,1-0,0,0,1,0,0,0,1,0,39’ +5 minutes added HT 0 - 0 Daizen Maeda (1 - 0) assist by Ritsu Doan 56’ 62’ Anthony Elanga
4667788,japan-vs-sweden,https://www.fotmob.com/matches/japan-vs-sweden/1x3r7y#4667788,Japan,Sweden,2026-06-25T23:00:00.000Z,1-1,2,62,62,0,62.0,Anthony Elanga,Sweden,Japan,Sweden,False,False,1-0,1-1,0,1,1,1,1,0,1,1,62’ Anthony Elanga (1 - 1) assist by Viktor Gyökeres Junya Ito Ritsu Doan 66’ Koki Ogawa Ayase Ueda 66’ 75’ Daniel Svensson Alexander Bernhardsson 75’ Ken Sema Elliot
4667795,iran-vs-egypt,https://www.fotmob.com/matches/iran-vs-egypt/2dp33g#4667795,Egypt,Iran,2026-06-27T03:00:00.000Z,1-1,1,5,5,0,5.0,Mahmoud Saber,Egypt,Iran,Egypt,False,True,0-0,1-0,0,0,1,0,0,0,1,0,Mahmoud Saber (1 - 0) assist by Trezeguet 5’ 11’ Mehdi Taremi Missed penalty Yasser Ibrahim Mohamed Abdelmonem 14’ 14’ Ramin Rezaeian
4667795,iran-vs-egypt,https://www.fotmob.com/matches/iran-vs-egypt/2dp33g#4667795,Egypt,Iran,2026-06-27T03:00:00.000Z,1-1,2,18,18,0,18.0,Ramin Rezaeian,Iran,Egypt,Iran,False,False,1-0,1-1,0,1,1,1,1,0,1,1,14’ Ramin Rezaeian (1 - 1) 18’ Hossein Kanaani Mahmoud Saber 19’ Yasser Ibrahim 41’ 43’ Ali Nemati +5 minutes added HT 1 - 1 Omar Marmoush Emam Ashour 46’ Marwan Atey
4667794,new-zealand-vs-belgium,https://www.fotmob.com/matches/new-zealand-vs-belgium/1n1sct#4667794,New Zealand,Belgium,2026-06-27T03:00:00.000Z,1-5,1,28,28,0,28.0,Leandro Trossard,Belgium,New Zealand,Belgium,False,False,0-0,0-1,0,0,1,0,0,0,0,1,28’ Leandro Trossard (0 - 1) +6 minutes added HT 0 - 1 Benjamin Old Ryan Thomas 46’ Jesse Randall Sarpreet Singh 46’ Marko Stamenic 46’ 50’ Leandro Trossard
4667794,new-zealand-vs-belgium,https://www.fotmob.com/matches/new-zealand-vs-belgium/1n1sct#4667794,New Zealand,Belgium,2026-06-27T03:00:00.000Z,1-5,2,56,56,0,56.0,Leandro Trossard,Belgium,New Zealand,Belgium,False,False,0-1,0-2,1,0,2,0,0,1,0,2,50’ Leandro Trossard (0 - 2) assist by Hans Vanaken 56’ Matias Fernandez-Pardo Jérémy Doku Elijah Just 56’ Michael Boxall Tim Payne 64’ Callum McCowatt Joe Bell 64’ 66’
4667794,new-zealand-vs-belgium,https://www.fotmob.com/matches/new-zealand-vs-belgium/1n1sct#4667794,New Zealand,Belgium,2026-06-27T03:00:00.000Z,1-5,3,72,72,0,72.0,Kevin De Bruyne,Belgium,New Zealand,Belgium,False,False,0-2,0-3,2,0,3,0,0,2,0,3,66’ Kevin De Bruyne (0 - 3) 72’ Alexis Saelemaekers Leandro Trossard 72’ Amadou Onana Kevin De Bruyne Francis De Vries Liberato Cacace 79’ Elijah Just
4667794,new-zealand-vs-belgium,https://www.fotmob.com/matches/new-zealand-vs-belgium/1n1sct#4667794,New Zealand,Belgium,2026-06-27T03:00:00.000Z,1-5,4,84,84,0,84.0,Elijah Just,New Zealand,Belgium,New Zealand,False,False,0-3,1-3,0,3,1,3,0,3,1,3,79’ Elijah Just (1 - 3) 84’ 85’ Romelu Lukaku Charles De Ketelaere 85’ Nicolas Raskin Youri Tielemans 86’ Romelu Lukaku
4667794,new-zealand-vs-belgium,https://www.fotmob.com/matches/new-zealand-vs-belgium/1n1sct#4667794,New Zealand,Belgium,2026-06-27T03:00:00.000Z,1-5,5,86,86,0,86.0,Romelu Lukaku,Belgium,New Zealand,Belgium,False,False,1-3,1-4,3,1,4,1,1,3,1,4,"86’ Romelu Lukaku (1 - 4) Header, assist by Nicolas Raskin +4 minutes added 90’ +4 Alexis Saelemaekers"
4667794,new-zealand-vs-belgium,https://www.fotmob.com/matches/new-zealand-vs-belgium/1n1sct#4667794,New Zealand,Belgium,2026-06-27T03:00:00.000Z,1-5,6,90+4,90,4,94.0,Alexis Saelemaekers,Belgium,New Zealand,Belgium,False,False,1-4,1-5,4,1,5,1,1,4,1,5,90’ +4 Alexis Saelemaekers (1 - 5) assist by Romelu Lukaku
4667802,uruguay-vs-spain,https://www.fotmob.com/matches/uruguay-vs-spain/1an22i#4667802,Uruguay,Spain,2026-06-27T00:00:00.000Z,0-1,1,42,42,0,42.0,Álex Baena,Spain,Uruguay,Spain,False,False,0-0,0-1,0,0,1,0,0,0,0,1,42’ Álex Baena (0 - 1) assist by Marcos Llorente Nicolás de la Cruz Manuel Ugarte 45’ +8 minutes added HT 0 - 1 Sergio Rochet Fernando Muslera 46’ 46’ Álex Baena
4667815,argentina-vs-austria,https://www.fotmob.com/matches/argentina-vs-austria/1un2w8#4667815,Argentina,Austria,2026-06-22T17:00:00.000Z,2-0,1,38,38,0,38.0,Lionel Messi,Argentina,Austria,Argentina,False,False,0-0,1-0,0,0,1,0,0,0,1,0,9’ Lionel Messi (1 - 0) assist by Facundo Medina 38’ 40’ Stefan Posch +7 minutes added HT 1 - 0 Nicolás Otamendi Cristian Romero 57’ Nicolás González Thiago Almada
4667815,argentina-vs-austria,https://www.fotmob.com/matches/argentina-vs-austria/1un2w8#4667815,Argentina,Austria,2026-06-22T17:00:00.000Z,2-0,2,90+5,90,5,95.0,Lionel Messi,Argentina,Austria,Argentina,False,False,1-0,2-0,1,0,2,0,1,0,2,0,90’ +2 Lionel Messi (2 - 0) 90’ +5
4667807,iraq-vs-france,https://www.fotmob.com/matches/iraq-vs-france/1au1fo#4667807,France,Iraq,2026-06-22T21:00:00.000Z,3-0,1,14,14,0,14.0,Kylian Mbappé,France,Iraq,France,False,False,0-0,1-0,0,0,1,0,0,0,1,0,6’ Amir Al-Ammari Kylian Mbappé (1 - 0) assist by Michael Olise 14’ 26’ Ali Al Hamadi Ayman Hussein +3 minutes added HT 1 - 0 Kylian Mbappé
4667807,iraq-vs-france,https://www.fotmob.com/matches/iraq-vs-france/1au1fo#4667807,France,Iraq,2026-06-22T21:00:00.000Z,3-0,2,54,54,0,54.0,Kylian Mbappé,France,Iraq,France,False,False,1-0,2-0,1,0,2,0,1,0,2,0,26’ Ali Al Hamadi Ayman Hussein +3 minutes added HT 1 - 0 Kylian Mbappé (2 - 0) assist by Ousmane Dembélé 54’ 60’ Youssef Amyn Zaid Ismael 60’ Rebin Sulaka Zaid Tahseen Ousmane Dembélé
4667807,iraq-vs-france,https://www.fotmob.com/matches/iraq-vs-france/1au1fo#4667807,France,Iraq,2026-06-22T21:00:00.000Z,3-0,3,66,66,0,66.0,Ousmane Dembélé,France,Iraq,France,False,False,2-0,3-0,2,0,3,0,2,0,3,0,60’ Rebin Sulaka Zaid Tahseen Ousmane Dembélé (3 - 0) assist by Michael Olise 66’ 68’ Aimar Sher Amir Al-Ammari 68’ Marko Lawk Farji Ibrahim Bayesh Rayan Cherki Michael Olise 68’ Désiré Doué Ou
4667817,algeria-vs-austria,https://www.fotmob.com/matches/algeria-vs-austria/1r7yil#4667817,Algeria,Austria,2026-06-28T02:00:00.000Z,3-3,1,28,28,0,28.0,Marko Arnautovic,Austria,Algeria,Austria,False,False,0-0,0-1,0,0,1,0,0,0,0,1,28’ Marko Arnautovic (0 - 1) assist by David Alaba Rafik Belghali
